,Discriminacao,Dificuldade,Adivinhacao
V1,0.632,-3.631,0.0
V2,0.215,-9.277,0.0
V3,0.878,2.135,0.0
V4,0.021,-37.543,0.575
V5,3.232,-0.084,0.013
V6,2.322,1.569,0.01
V7,1.628,2.312,0.016
V8,2.992,3.216,0.009
V9,1.611,1.909,0.01
V10,1.148,-1.56,0.0
V11,0.414,-3.306,0.0
V12,2.124,2.052,0.01
V13,1.226,-0.698,0.0
V14,1.29,1.913,0.015
V15,-2.825,1.039,0.162
V16,-57.439,0.713,0.077
V17,-25.059,2.723,0.0
V18,-19.297,2.787,0.0
V19,-30.625,3.11,0.0
V20,-19.296,2.787,0.0
V21,-3.117,2.316,0.0
V22,-3.331,-0.432,0.246
V23,-2.474,0.363,0.064
V24,-2.699,1.528,0.069
V25,-22.056,2.719,0.0
V26,-3.118,2.316,0.0
V27,-70.243,0.003,0.091
V28,-3.105,1.464,0.0
V29,-48.872,2.401,0.0
V30,-2.385,1.168,0.068
V31,-22.056,2.719,0.0
V32,-25.059,2.723,0.0
V33,-1.489,1.693,0.005
V34,-37.211,-0.644,0.081
V35,-16.442,1.914,0.334
V36,-16.056,2.794,0.0
V37,-25.059,2.723,0.0
V38,-72.855,-2.071,0.289
V39,-69.812,1.02,0.154
V40,-80.266,-0.031,0.137
V41,-28.963,-2.78,0.068
V42,-1.553,1.921,0.0
V43,-36.044,0.713,0.0
V44,-22.057,2.719,0.0
V45,-47.165,1.694,0.0
V46,-7.325,-0.239,0.137
V47,-41.537,1.687,0.182
V48,-25.646,2.103,0.0
V49,-3.115,2.316,0.0
V50,-5.241,-0.007,0.141
V51,-33.517,1.36,0.0
V52,-23.223,-0.605,0.351
V53,-31.953,0.73,0.308
V54,-22.057,2.719,0.0
V55,-1.79,2.47,0.0
V56,-42.572,1.684,0.273
V57,-24.271,2.779,0.0
V58,-2.548,0.048,0.0
V59,-2.508,-0.4,0.317
V60,-30.642,1.353,0.091
V61,-60.449,-2.725,0.069
V62,-126.594,-0.931,0.233
V63,-48.87,2.401,0.0
V64,-25.059,2.723,0.0
V65,-2.017,2.609,0.0
V66,-4.166,-0.945,0.058
V67,-3.05,0.003,0.0
V68,-24.342,2.779,0.0
V69,-2.795,1.346,0.0
V70,-94.79,-1.326,0.121
V71,-69.427,0.707,0.077
V72,-30.862,3.113,0.0
V73,-4.349,-0.496,0.111
V74,-88.318,-1.768,0.097
V75,-86.21,-1.378,0.24
V76,-25.059,2.723,0.0
V77,-22.057,2.719,0.0
V78,-64.127,0.709,0.077
V79,-37.624,-2.769,0.245
V80,-1.68,-1.519,0.238
V81,-22.058,2.719,0.0
V82,-24.412,2.779,0.0
V83,-0.951,0.596,0.0
V84,-75.666,0.703,0.154
V85,-2.017,2.609,0.0
V86,-24.483,2.779,0.0
V87,-70.45,0.003,0.091
V88,-24.518,2.779,0.0
V89,-67.253,-1.36,0.106
V90,-22.058,2.719,0.0
V91,-25.059,2.723,0.0
V92,-65.395,1.023,0.0
V93,-2.998,2.144,0.0
V94,-48.868,2.401,0.0
V95,-2.998,2.144,0.0
V96,-30.005,2.727,0.0
V97,-2.319,-0.096,0.086
V98,-16.055,2.794,0.0
V99,-31.108,3.114,0.0
V100,-28.797,1.344,0.182
V101,-1.596,1.767,0.0
V102,-24.689,2.779,0.0
V103,-48.866,2.401,0.0
V104,-1.992,1.377,0.0
V105,-133.517,0.345,0.0
V106,-22.058,2.719,0.0
V107,-48.864,2.401,0.0
V108,1.178,4.781,0.125
V109,-22.058,2.719,0.0
V110,-75.363,0.015,0.182
V111,-49.974,-1.384,0.09
V112,-22.059,2.719,0.0
V113,-30.004,2.727,0.0
V114,-4.447,0.109,0.07
V115,-22.059,2.719,0.0
V116,-48.898,-2.029,0.277
V117,-25.059,2.723,0.0
V118,-47.948,1.343,0.273
V119,-1.275,2.571,0.0
V120,-51.597,1.003,0.077
V121,-70.179,-1.376,0.165
V122,-24.722,2.779,0.0
V123,-2.998,2.144,0.0
V124,-30.004,2.727,0.0
V125,-43.204,-2.031,0.06
V126,-48.862,2.401,0.0
V127,-2.375,1.285,0.0
V128,-66.932,0.706,0.154
V129,-3.117,2.316,0.0
V130,-19.295,2.787,0.0
V131,-3.741,0.971,0.081
V132,-2.69,0.884,0.194
V133,-42.555,1.684,0.273
V134,-0.316,0.398,0.0
V135,-25.059,2.723,0.0
V136,-72.007,-2.073,0.072
V137,-2.481,2.545,0.0
V138,-34.57,1.36,0.0
V139,-1.975,1.382,0.143
V140,-3.109,-0.67,0.054
V141,-4.263,-0.357,0.233
V142,-58.816,-0.689,0.379
V143,-28.79,1.344,0.182
V144,-79.343,0.004,0.045
V145,-2.697,1.529,0.069
V146,-48.86,2.401,0.0
V147,-3.696,2.484,0.0
V148,-1.551,2.383,0.0
V149,-75.733,0.673,0.077
V150,-48.858,2.401,0.0
V151,-2.467,1.126,0.083
V152,-43.927,0.725,0.0
V153,-76.528,1.031,0.154
V154,-84.099,-0.003,0.045
V155,-4.288,0.458,0.163
V156,-37.42,-2.72,0.322
V157,-5.242,-0.19,0.086
V158,-16.055,2.794,0.0
V159,-44.049,-2.782,0.078
V160,-2.176,2.795,0.0
V161,-16.054,2.794,0.0
V162,-3.998,-0.003,0.127
