,Discriminacao,Dificuldade,Adivinhacao
V1,1.819,-2.646,0.0
V2,86.501,-0.695,0.177
V3,85.725,-2.068,0.0
V4,1.785,0.932,0.396
V5,134.133,-2.43,0.0
V6,4.92,1.926,0.048
V7,0.226,-1.368,0.0
V8,208.88,2.527,0.062
V9,85.714,-2.068,0.0
V10,133.945,-2.434,0.0
V11,2.688,-0.465,0.098
V12,2.393,-0.883,0.0
V13,6.299,-1.035,0.0
V14,519.173,0.679,0.403
V15,3.907,-1.99,0.0
V16,1.314,-0.941,0.0
V17,126.72,3.265,0.053
V18,387.092,0.675,0.224
V19,1.287,-2.278,0.0
V20,241.561,2.058,0.057
V21,239.848,2.06,0.094
V22,150.502,3.091,0.088
V23,-1.353,-1.942,0.124
V24,1.97,-2.754,0.0
V25,1.281,-0.956,0.0
V26,1.036,0.276,0.0
V27,3.302,-2.284,0.0
V28,331.641,2.045,0.159
V29,2.072,-0.73,0.0
V30,3.869,-1.781,0.0
V31,1.56,-2.509,0.0
V32,130.473,3.199,0.061
V33,1.786,2.616,0.097
V34,3.302,-2.284,0.0
V35,239.454,1.361,0.189
V36,170.365,3.213,0.018
V37,3.518,-2.624,0.0
V38,1.129,-1.094,0.0
V39,278.878,-0.678,0.294
V40,2.712,-2.219,0.0
V41,216.319,-1.361,0.111
V42,3.048,-0.667,0.064
V43,1.552,0.053,0.0
V44,1.449,2.036,0.08
V45,3.131,1.13,0.238
V46,3.897,-0.153,0.103
V47,124.741,3.245,0.079
V48,3.906,-1.99,0.0
V49,3.087,-0.726,0.043
V50,118.442,3.093,0.044
V51,4.325,1.473,0.134
V52,2.112,-2.115,0.0
V53,4.575,-1.565,0.0
V54,230.998,2.495,0.062
V55,2.441,-1.262,0.0
V56,2.34,-1.948,0.0
V57,1.426,-2.255,0.0
V58,3.127,1.188,0.153
V59,317.306,1.361,0.123
V60,251.904,2.149,0.018
V61,225.413,2.475,0.027
V62,4.506,-1.863,0.0
V63,5.327,0.932,0.217
V64,85.703,-2.068,0.0
V65,1.628,-2.115,0.0
V66,177.733,-1.355,0.111
V67,411.607,0.001,0.669
V68,228.46,2.058,0.057
V69,235.706,2.061,0.113
V70,4.506,-1.863,0.0
V71,2.131,-1.929,0.179
V72,3.102,-0.219,0.0
V73,244.078,-1.358,0.0
V74,1.434,-0.591,0.0
V75,4.57,-1.483,0.0
V76,0.822,1.292,0.0
V77,3.074,-1.236,0.0
V78,3.4,0.881,0.294
V79,3.023,3.166,0.027
V80,202.884,-2.041,0.0
V81,3.53,-2.129,0.0
V82,3.504,-0.605,0.0
V83,3.198,0.85,0.235
V84,149.64,3.183,0.088
V85,2.712,-2.219,0.0
V86,237.576,2.06,0.094
V87,2.712,-2.219,0.0
V88,223.634,2.507,0.044
V89,2.633,-1.797,0.0
V90,51.763,3.471,0.035
V91,1.549,0.975,0.086
V92,180.094,2.919,0.026
V93,3.713,-1.446,0.0
V94,1.001,-2.447,0.0
V95,1.311,0.115,0.0
V96,209.816,1.356,0.251
V97,85.693,-2.068,0.0
V98,133.353,-0.693,0.177
V99,214.136,-0.691,0.176
V100,97.574,1.363,0.591
V101,348.441,1.359,0.177
V102,307.337,1.363,0.321
V103,85.682,-2.068,0.0
V104,254.917,1.361,0.273
V105,0.784,-0.945,0.0
V106,4.249,-0.998,0.0
V107,260.682,-1.367,0.0
V108,3.031,-1.363,0.0
V109,3.302,-2.284,0.0
V110,1.191,-1.704,0.0
V111,2.525,-2.398,0.0
V112,226.824,2.557,0.062
V113,1.577,1.598,0.064
V114,1.355,1.611,0.045
V115,2.35,-1.119,0.0
V116,2.531,-2.397,0.0
V117,242.957,2.062,0.122
V118,401.765,-0.677,0.118
V119,1.456,-1.392,0.0
V120,2.985,-2.057,0.0
V121,3.302,-2.284,0.0
V122,2.349,2.495,0.05
V123,1.927,-1.265,0.0
V124,3.249,-2.451,0.0
V125,285.473,-0.678,0.177
V126,-0.474,5.264,0.0
V127,-0.306,8.333,0.0
V128,-1.748,-2.468,0.032
V129,-1.124,-2.751,0.039
V130,-0.413,5.672,0.0
V131,-2.043,-1.311,0.014
V132,-0.406,6.245,0.0
V133,-0.757,0.405,0.0
V134,-0.431,5.274,0.0
V135,-0.193,9.679,0.0
V136,-0.85,4.314,0.0
V137,-1.423,-1.955,0.017
V138,-0.709,3.0,0.0
V139,-2.064,-1.7,0.013
V140,-3.09,-0.65,0.03
V141,-0.92,3.723,0.0
V142,-0.562,0.804,0.0
V143,-0.371,6.471,0.0
V144,-1.788,-0.814,0.019
V145,-2.732,-1.99,0.01
V146,-2.026,-2.669,0.015
V147,-2.603,-1.814,0.01
V148,0.148,-9.841,0.0
V149,-0.685,0.365,0.0
V150,-0.541,2.971,0.0
V151,-0.431,5.275,0.0
V152,-0.315,6.65,0.0
V153,-0.55,5.312,0.0
V154,-0.179,11.658,0.0
V155,-0.54,4.943,0.0
V156,-0.414,5.664,0.0
V157,0.301,-7.563,0.0
V158,-0.591,3.194,0.0
V159,-1.17,0.056,0.037
V160,-0.421,5.806,0.0
V161,-0.602,2.74,0.0
V162,-2.024,-1.51,0.015
V163,0.001,-1862.09,0.009
V164,-0.894,0.966,0.0
V165,-0.368,4.838,0.0
V166,-0.551,1.931,0.0
V167,-0.964,-0.724,0.07
V168,-0.247,8.949,0.0
V169,-2.603,-1.814,0.01
V170,-0.568,3.291,0.0
V171,-0.422,5.8,0.0
V172,-0.49,1.846,0.0
V173,-0.647,2.508,0.0
V174,-2.411,-1.787,0.013
V175,-0.37,1.67,0.0
