,Discriminacao,Dificuldade,Adivinhacao
V1,7.763,-1.96,0.024
V2,2.134,-1.831,0.037
V3,7.052,-2.04,0.041
V4,-1.31,-1.439,0.001
V5,4.25,-1.706,0.091
V6,7.769,-1.96,0.026
V7,11.197,-1.729,0.007
V8,6.279,-2.157,0.03
V9,3.295,-1.867,0.063
V10,-0.927,-2.65,0.001
V11,7.051,-2.04,0.041
V12,9.037,-1.326,0.137
V13,-1.356,-1.898,0.001
V14,5.593,-1.691,0.035
V15,7.783,-1.96,0.026
V16,2.993,-1.736,0.038
V17,-1.357,-1.621,0.001
V18,-1.56,-1.67,0.001
V19,3.046,-1.824,0.03
V20,2.505,-1.809,0.075
V21,-1.274,-1.955,0.001
V22,-1.102,0.393,0.002
V23,-0.075,6.97,0.239
V24,-1.442,-1.536,0.001
V25,2.974,-1.503,0.01
V26,6.402,-2.148,0.046
V27,-1.379,-0.666,0.001
V28,6.381,-2.149,0.046
V29,6.939,-2.048,0.028
V30,-1.163,-5.567,0.08
V31,-0.939,-2.679,0.0
V32,-1.062,-0.531,0.001
V33,8.029,-0.975,0.413
V34,8.317,0.574,0.547
V35,6.399,-2.148,0.046
V36,11.197,-1.729,0.007
V37,4.385,-1.803,0.046
V38,-0.838,-1.206,0.001
V39,1.379,-1.869,0.026
V40,7.763,-1.96,0.024
V41,7.046,-2.041,0.041
V42,8.745,-1.325,0.138
V43,8.937,-1.869,0.018
V44,12.379,-1.124,0.112
V45,8.672,-1.506,0.007
V46,5.485,-1.601,0.061
V47,9.979,1.602,0.307
V48,2.599,-1.567,0.061
V49,6.939,-2.048,0.028
V50,10.144,-1.227,0.285
V51,-1.398,-1.475,0.001
V52,2.199,-1.767,0.079
V53,-1.069,-1.0,0.001
V54,8.342,-0.157,0.57
V55,7.032,-2.042,0.041
V56,-0.869,-2.082,0.001
V57,-1.081,-2.167,0.001
V58,-1.397,-0.884,0.001
V59,6.939,-2.048,0.028
V60,7.763,-1.96,0.024
V61,-0.616,-14.569,0.206
V62,6.396,-2.149,0.046
V63,-0.376,-0.032,0.01
V64,7.859,-1.952,0.034
V65,6.937,-2.048,0.029
V66,-1.334,-0.168,0.001
V67,9.786,-0.455,0.528
V68,-1.444,-2.061,0.001
V69,-1.222,-1.954,0.001
V70,11.339,0.946,0.332
V71,-1.017,-2.176,0.001
V72,4.362,-0.927,0.004
V73,11.197,-1.729,0.007
V74,-1.236,-1.333,0.001
V75,8.044,1.376,0.283
V76,4.235,-1.706,0.089
V77,5.489,-1.695,0.031
V78,6.279,-2.157,0.03
V79,8.519,-0.682,0.435
V80,12.486,0.076,0.478
V81,-1.229,-1.953,0.001
V82,6.946,-2.047,0.027
V83,11.522,0.088,0.318
V84,3.581,-1.935,0.041
V85,7.77,-1.96,0.024
V86,3.635,-1.569,0.029
V87,6.761,-1.431,0.254
V88,-1.225,-2.195,0.001
V89,6.864,-0.739,0.428
V90,8.885,-1.876,0.018
V91,-1.114,-2.886,0.001
V92,7.769,-1.96,0.026
V93,-0.54,-0.499,0.004
V94,6.939,-2.048,0.028
V95,10.305,-1.208,0.143
V96,6.393,-2.149,0.046
V97,9.547,-0.751,0.237
V98,7.769,-1.96,0.025
V99,4.189,-1.707,0.082
V100,2.519,-1.894,0.049
V101,7.027,-2.043,0.041
V102,-0.569,-2.927,0.002
V103,10.099,-0.511,0.433
V104,5.44,-0.313,0.432
V105,7.039,-2.043,0.041
V106,7.77,0.414,0.357
V107,10.096,-0.766,0.143
V108,2.933,-1.774,0.017
V109,6.421,-1.764,0.025
V110,1.741,0.079,0.385
V111,5.756,-1.24,0.007
V112,7.035,-2.046,0.026
V113,4.194,-1.706,0.083
V114,9.902,-1.224,0.284
V115,11.197,-1.729,0.007
V116,-1.213,-2.083,0.001
V117,4.311,-1.816,0.016
V118,2.457,-1.832,0.03
V119,7.764,-1.96,0.024
V120,2.141,-1.641,0.206
V121,9.947,-0.93,0.33
V122,3.954,-0.893,0.082
V123,9.56,-1.328,0.006
V124,8.862,-1.883,0.019
V125,8.582,1.857,0.425
V126,-2.271,-0.498,0.023
V127,12.167,-0.122,0.468
V128,-3.633,-2.177,0.0
V129,-2.851,-0.909,0.001
V130,10.584,-0.461,0.603
V131,-1.465,-1.341,0.001
V132,-3.501,-1.661,0.0
V133,8.519,-0.486,0.613
V134,8.13,1.09,0.408
V135,0.985,-2.985,0.173
V136,-2.561,-2.015,0.001
V137,1.455,-1.44,0.309
V138,-2.522,-1.333,0.068
V139,-2.472,-1.693,0.001
V140,-0.166,4.852,0.173
V141,8.266,-0.489,0.61
V142,3.288,-0.219,0.576
V143,-3.115,-2.432,0.001
V144,9.048,1.168,0.171
V145,10.125,-0.372,0.748
V146,-3.169,-1.385,0.001
V147,10.847,-0.352,0.689
V148,11.681,0.495,0.21
V149,7.891,-0.5,0.658
V150,10.014,-0.395,0.636
V151,1.27,-0.786,0.474
V152,-0.705,-1.015,0.002
V153,-4.401,-1.902,0.105
V154,-1.373,-1.206,0.001
V155,-2.917,-1.614,0.001
V156,-1.661,-0.417,0.001
V157,9.27,-0.298,0.784
V158,-3.5,-1.661,0.0
V159,-3.554,-1.474,0.0
V160,-5.025,-1.888,0.0
V161,10.974,-0.377,0.663
V162,11.484,-0.362,0.595
V163,-1.587,-1.935,0.001
V164,-3.676,-1.794,0.0
V165,0.517,-2.784,0.209
V166,6.807,-0.241,0.719
V167,-3.155,-1.392,0.001
V168,6.254,-0.323,0.742
V169,-1.317,-0.498,0.001
V170,1.254,-1.639,0.477
V171,-1.839,-1.268,0.001
V172,-5.856,-1.165,0.0
V173,8.85,0.406,0.182
V174,-3.107,-2.44,0.001
V175,-2.335,-1.254,0.001
