Metodo,Acuracia
GaussianNB,0.7356516656925776
BernoulliNB,0.4861192285213325
KNeighborsClassifier(2),0.7868497954412625
KNeighborsClassifier(3),0.7628872004675628
KNeighborsClassifier(5),0.7577147866744595
KNeighborsClassifier(8),0.7886616014026885
DecisionTreeClassifier(),0.7681180596142606
RandomForestClassifier(3_estimators),0.7990064289888953
RandomForestClassifier(5_estimators),0.8179427235534776
RandomForestClassifier,0.8248392752776155
SVM,0.7699006428988896
MLPClassifier,0.7458211572180011
rand1,0.42857142857142855
rand2,0.56
rand3,0.4742857142857143
majoritario,0.2857142857142857
minoritario,0.7142857142857143
pessimo,0.0
otimo,1.0
