,acc_score,f1_score
GaussianNB,0.5942857142857143,0.5644171779141105
KNeighborsClassifier(8),0.68,0.2
DecisionTreeClassifier(),0.6628571428571428,0.4040404040404041
RandomForestClassifier,0.7085714285714285,0.2816901408450704
SVM,0.7142857142857143,0.0
MLPClassifier,0.7371428571428571,0.425
