,acc_score,f1_score
GaussianNB,0.7777777777777778,0.8160000000000001
KNeighborsClassifier(8),0.6376811594202898,0.6376811594202899
DecisionTreeClassifier(),0.821256038647343,0.8355555555555555
RandomForestClassifier,0.8647342995169082,0.8771929824561404
SVM,0.6618357487922706,0.7535211267605634
MLPClassifier,0.7922705314009661,0.7942583732057416
