,Discriminacao,Dificuldade,Adivinhacao
V1,5.69,-1.971,0.105
V2,2.549,-2.137,0.02
V3,2.155,-2.352,0.018
V4,6.089,-2.112,0.012
V5,2.514,-2.155,0.013
V6,0.518,-4.863,0.103
V7,-0.582,-1.27,0.021
V8,1.043,-1.554,0.236
V9,2.389,-1.914,0.028
V10,1.049,-3.814,0.09
V11,-0.644,-2.39,0.003
V12,6.784,-1.819,0.11
V13,-1.57,-1.685,0.003
V14,3.949,0.085,0.484
V15,6.115,0.92,0.141
V16,0.945,-2.037,0.023
V17,0.747,-4.663,0.09
V18,12.232,-0.213,0.282
V19,6.089,-2.112,0.012
V20,2.901,-0.604,0.569
V21,1.07,-1.986,0.019
V22,1.869,-2.299,0.016
V23,0.885,-4.168,0.098
V24,7.324,1.181,0.348
V25,1.053,-1.158,0.337
V26,-3.566,-2.368,0.01
V27,0.76,-2.936,0.242
V28,9.536,-0.456,0.691
V29,-0.715,-0.889,0.003
V30,-2.333,-2.424,0.362
V31,1.032,-4.145,0.075
V32,0.885,-4.17,0.098
V33,10.631,-0.369,0.541
V34,-2.654,-2.161,0.038
V35,1.985,-1.815,0.027
V36,-0.684,0.026,0.01
V37,1.526,-1.178,0.248
V38,3.695,-2.522,0.01
V39,8.893,0.871,0.232
V40,5.873,-1.859,0.007
V41,4.045,-2.312,0.03
V42,-3.752,-2.051,0.01
V43,1.684,-2.134,0.019
V44,5.183,-1.991,0.008
V45,-2.255,-2.089,0.01
V46,10.333,-0.164,0.378
V47,1.068,-1.978,0.023
V48,-2.574,-1.806,0.028
V49,-1.334,-1.91,0.005
V50,5.255,-1.988,0.093
V51,-3.055,-2.261,0.112
V52,2.421,-2.298,0.018
V53,0.953,-3.669,0.138
V54,2.943,-2.099,0.013
V55,7.635,-0.486,0.625
V56,1.79,-2.587,0.108
V57,4.799,-2.132,0.008
V58,4.799,-2.132,0.008
V59,1.605,-1.96,0.024
V60,-0.831,-1.389,0.005
V61,-2.966,-2.471,0.285
V62,-0.102,-3.878,0.124
V63,-1.054,-0.985,0.003
V64,2.943,-2.099,0.013
V65,1.536,2.212,0.066
V66,9.799,0.231,0.495
V67,5.184,-1.991,0.007
V68,4.698,-2.288,0.008
V69,-2.988,-2.168,0.235
V70,8.167,-0.487,0.585
V71,1.736,-2.345,0.019
V72,5.4,-0.613,0.646
V73,6.515,-1.991,0.012
V74,5.458,-1.518,0.132
V75,0.153,6.99,0.299
V76,1.621,-2.397,0.019
V77,5.694,-1.971,0.106
V78,1.681,-2.134,0.02
V79,3.824,-2.326,0.025
V80,4.698,-2.288,0.008
V81,0.846,-1.892,0.194
V82,1.069,-2.325,0.027
V83,2.032,-1.18,0.516
V84,3.004,-1.853,0.011
V85,0.384,-3.767,0.041
V86,4.699,-2.288,0.008
V87,-4.006,-2.541,0.01
V88,-0.975,-2.232,0.003
V89,2.25,-2.193,0.02
V90,7.599,-0.245,0.612
V91,0.1,-2.939,0.124
V92,1.088,-2.141,0.024
V93,1.124,-0.704,0.032
V94,-0.313,-2.023,0.029
V95,3.738,-2.04,0.013
V96,3.811,-2.037,0.013
V97,8.636,-0.008,0.329
V98,3.049,-1.62,0.029
V99,10.356,-0.153,0.449
V100,6.603,-0.038,0.372
V101,4.177,-1.894,0.008
V102,0.965,-3.945,0.108
V103,1.768,-0.987,0.512
V104,-3.357,-2.423,0.057
V105,2.307,-1.371,0.011
V106,2.399,-1.157,0.022
V107,-0.46,-2.741,0.006
V108,4.794,-2.132,0.008
V109,12.106,-0.115,0.24
V110,1.566,-1.168,0.024
V111,0.514,-0.584,0.037
V112,0.217,-1.168,0.068
V113,11.671,-0.113,0.287
V114,3.226,-1.942,0.015
V115,5.081,-0.787,0.178
V116,9.571,-1.097,0.191
V117,3.107,-1.531,0.027
V118,3.71,-2.044,0.008
V119,1.487,-1.456,0.023
V120,6.738,-1.321,0.064
V121,3.71,-2.045,0.008
V122,-0.515,-2.561,0.004
V123,7.396,0.042,0.354
V124,4.71,1.34,0.268
V125,2.442,-1.556,0.016
V126,1.529,-1.593,0.015
V127,12.044,-0.044,0.216
V128,2.498,-1.529,0.029
V129,2.43,0.496,0.242
V130,1.492,-1.467,0.015
V131,1.836,-1.784,0.02
V132,1.018,-1.112,0.037
V133,4.177,-1.894,0.008
V134,8.148,0.856,0.34
V135,-0.526,-1.211,0.006
V136,-3.392,-2.435,0.067
V137,0.946,-2.322,0.021
V138,-0.472,-3.982,0.004
V139,4.177,-1.894,0.008
V140,2.723,-1.516,0.012
V141,2.704,-2.003,0.012
V142,4.425,-1.45,0.071
V143,-0.313,-11.967,0.011
V144,-0.407,-6.195,0.006
V145,2.684,0.666,0.316
V146,7.824,0.02,0.4
V147,9.822,-1.15,0.071
V148,5.179,-1.991,0.007
V149,4.177,-1.894,0.008
V150,2.643,-1.605,0.015
V151,-3.322,-2.233,0.038
V152,5.868,-1.859,0.006
V153,5.421,-1.188,0.223
V154,12.058,-0.109,0.288
V155,1.74,-1.729,0.021
V156,0.574,-0.245,0.058
V157,-0.54,-3.395,0.003
V158,-0.52,-0.606,0.011
V159,0.417,-0.93,0.042
V160,1.481,-1.69,0.017
V161,-0.187,-4.007,0.048
V162,7.411,-1.395,0.068
V163,-0.824,-2.821,0.004
V164,2.644,-1.604,0.016
V165,4.328,1.164,0.253
V166,1.69,-1.938,0.014
V167,5.18,-1.991,0.007
V168,7.414,-1.395,0.068
V169,13.641,-0.357,0.472
V170,-0.347,-1.379,0.02
V171,-0.354,-2.344,0.012
V172,2.6,-1.901,0.015
V173,0.628,-1.528,0.029
V174,1.851,-1.542,0.017
V175,12.198,-0.207,0.33
V176,9.366,-0.484,0.538
V177,3.575,-1.686,0.019
V178,9.062,-1.081,0.449
V179,4.177,-1.894,0.008
V180,3.606,-1.679,0.026
V181,0.767,-1.88,0.021
V182,8.745,-0.734,0.151
V183,1.468,-1.336,0.021
V184,1.897,-0.511,0.121
V185,-0.659,-1.112,0.004
V186,1.477,-0.806,0.023
V187,2.894,-0.529,0.212
V188,5.18,-1.991,0.007
V189,5.18,-1.991,0.007
V190,3.292,-0.007,0.338
V191,-0.552,-1.311,0.005
V192,-0.413,-6.756,0.006
V193,1.423,-1.416,0.025
V194,1.101,-0.978,0.016
V195,-0.2,-7.451,0.058
V196,3.044,-1.834,0.025
V197,3.204,0.442,0.233
V198,3.751,-1.658,0.04
V199,12.602,-0.06,0.24
V200,1.877,-0.746,0.129
V201,2.971,-1.74,0.02
V202,3.48,-2.198,0.009
V203,3.225,-1.938,0.016
V204,1.259,-0.095,0.054
V205,0.709,-1.901,0.023
V206,5.181,-1.991,0.007
V207,2.184,-1.699,0.011
