,Discriminacao,Dificuldade,Adivinhacao
V1,6.729,-1.998,0.011
V2,4.684,-1.922,0.012
V3,2.121,-2.249,0.024
V4,6.078,-2.114,0.011
V5,6.38,-2.112,0.011
V6,0.607,-4.895,0.098
V7,-1.072,-2.11,0.172
V8,1.437,-1.555,0.122
V9,4.159,-1.832,0.013
V10,1.25,-3.492,0.094
V11,-0.552,-3.027,0.002
V12,6.82,-1.833,0.115
V13,-1.581,-1.593,0.001
V14,10.038,0.005,0.465
V15,8.914,0.614,0.172
V16,1.021,-2.13,0.024
V17,0.825,-3.896,0.121
V18,14.051,-0.488,0.383
V19,6.078,-2.114,0.011
V20,3.852,-0.185,0.62
V21,2.139,-1.844,0.03
V22,4.373,-2.308,0.004
V23,1.048,-3.751,0.103
V24,8.822,0.771,0.359
V25,4.337,-0.376,0.543
V26,-4.717,-2.327,0.008
V27,0.757,-3.4,0.163
V28,3.289,-0.753,0.604
V29,-0.684,-1.26,0.002
V30,-0.846,-1.093,0.005
V31,1.242,-3.806,0.08
V32,1.049,-3.75,0.102
V33,8.354,-0.488,0.558
V34,-3.139,-2.201,0.051
V35,6.429,-1.285,0.224
V36,-0.967,-0.43,0.002
V37,3.333,-0.782,0.358
V38,2.012,-2.422,0.023
V39,9.855,0.626,0.204
V40,7.34,-1.88,0.01
V41,4.533,-2.241,0.053
V42,-4.894,-2.052,0.008
V43,3.579,-2.04,0.041
V44,6.729,-1.998,0.011
V45,-2.177,-2.136,0.006
V46,9.426,-0.227,0.464
V47,1.123,-1.713,0.029
V48,-2.735,-1.799,0.041
V49,-1.904,-1.571,0.001
V50,6.427,-1.998,0.011
V51,-3.507,-2.198,0.083
V52,4.208,-2.041,0.013
V53,1.101,-3.42,0.144
V54,6.38,-2.112,0.011
V55,4.005,-0.631,0.647
V56,2.214,-2.532,0.082
V57,6.38,-2.112,0.011
V58,6.38,-2.112,0.011
V59,2.039,-1.844,0.046
V60,-0.69,-1.661,0.035
V61,-2.831,-2.208,0.216
V62,-0.13,-3.114,0.119
V63,-1.214,-1.295,0.002
V64,4.175,-2.041,0.013
V65,2.034,1.381,0.068
V66,10.333,0.005,0.448
V67,6.729,-1.998,0.011
V68,4.375,-2.307,0.004
V69,-3.652,-2.089,0.132
V70,4.862,-0.579,0.636
V71,4.539,-2.24,0.053
V72,3.148,-0.908,0.586
V73,6.427,-1.998,0.011
V74,5.036,-1.675,0.013
V75,-2.183,-2.089,0.322
V76,1.399,-2.248,0.025
V77,5.687,-1.974,0.111
V78,1.974,-1.977,0.028
V79,4.124,-2.053,0.012
V80,4.377,-2.306,0.004
V81,0.858,-2.003,0.075
V82,1.501,-2.164,0.03
V83,3.645,-1.261,0.545
V84,2.361,-1.906,0.01
V85,0.487,-3.447,0.042
V86,4.38,-2.306,0.004
V87,-5.103,-2.498,0.008
V88,-1.027,-2.18,0.001
V89,2.785,-2.143,0.031
V90,5.399,-0.403,0.636
V91,-0.055,-0.613,0.185
V92,1.728,-1.903,0.015
V93,0.971,-0.593,0.028
V94,-0.373,-2.266,0.021
V95,4.0,-2.051,0.012
V96,3.957,-2.053,0.012
V97,8.823,0.028,0.423
V98,3.075,-1.699,0.028
V99,12.903,-0.375,0.527
V100,8.385,0.05,0.464
V101,2.145,-1.953,0.012
V102,0.622,-4.776,0.096
V103,1.641,-1.194,0.484
V104,-3.781,-2.365,0.058
V105,3.159,-1.488,0.012
V106,2.342,-1.28,0.018
V107,-0.571,-2.356,0.004
V108,2.011,-2.204,0.014
