,acc_score,f1_score
GaussianNB,0.6057142857142858,0.5605095541401274
KNeighborsClassifier(8),0.6514285714285715,0.49586776859504134
DecisionTreeClassifier(),0.6628571428571428,0.4040404040404041
RandomForestClassifier,0.6914285714285714,0.46
SVM,0.5657142857142857,0.5250000000000001
MLPClassifier,0.6514285714285715,0.5547445255474454
