,Discriminacao,Dificuldade,Adivinhacao
V61,-1.052,-2.372,0.002
V62,4.325,-2.163,0.063
V63,1.719,4.933,0.385
V64,2.73,-2.027,0.038
V65,5.737,-1.993,0.092
V66,-1.454,-1.195,0.001
V67,4.415,-0.361,0.59
V68,-2.621,-1.678,0.0
V69,-2.09,-1.709,0.0
V70,0.958,6.78,0.101
V71,-1.654,-2.463,0.002
V72,5.56,-1.194,0.011
V73,9.557,-1.723,0.017
V74,-0.727,-1.523,0.142
V75,-2.667,-1.814,0.059
V76,0.885,-1.192,0.149
V77,0.903,-2.06,0.062
V78,4.964,-2.129,0.065
V79,3.504,0.221,0.482
V80,7.639,1.275,0.352
V81,-2.036,-1.783,0.001
V82,6.331,-2.013,0.036
V83,7.976,-0.109,0.281
V84,3.506,-1.853,0.058
V85,6.943,-1.926,0.033
V86,8.678,1.037,0.302
V87,4.065,-1.624,0.087
V88,-2.266,-1.795,0.0
V89,7.626,0.629,0.415
V90,7.881,-1.839,0.026
V91,-1.696,-2.123,0.001
V92,6.96,-1.884,0.145
V93,-0.085,-1.758,0.069
V94,5.229,-1.958,0.044
V95,7.953,-1.303,0.144
V96,4.326,-2.162,0.063
V97,6.7,0.404,0.299
V98,7.012,-1.926,0.034
V99,2.341,-1.717,0.077
V100,1.352,-1.135,0.321
V101,4.757,-2.044,0.051
V102,-1.179,-2.097,0.001
V103,8.837,-0.366,0.482
V104,9.185,0.087,0.348
V105,4.731,-2.046,0.051
V106,3.053,1.057,0.269
V107,8.232,0.83,0.265
V108,3.852,-1.728,0.031
V109,6.363,-1.713,0.031
V110,-1.711,-1.534,0.004
V111,1.769,-1.16,0.041
V112,0.367,-4.799,0.089
V113,1.849,-1.521,0.11
V114,7.631,-1.322,0.313
V115,9.557,-1.723,0.017
V116,-1.952,-1.937,0.001
V117,7.747,-1.768,0.034
V118,4.403,-1.741,0.054
V119,6.988,-1.924,0.033
V120,4.444,-0.77,0.604
V121,10.104,-1.127,0.357
V122,8.669,-1.29,0.14
V123,8.726,-1.355,0.01
V124,8.13,-1.848,0.029
V125,4.518,2.222,0.291
V126,0.998,-2.557,0.083
V127,2.14,-1.702,0.219
V128,-2.505,-2.265,0.001
V129,-4.382,-1.324,0.0
V130,6.053,-1.246,0.299
V131,-1.596,-0.803,0.001
V132,-1.682,-1.405,0.001
V133,4.101,-1.382,0.355
V134,4.912,-0.853,0.478
V135,2.101,-2.23,0.092
V136,-2.675,-1.623,0.001
V137,6.012,-1.554,0.282
V138,-0.696,-0.86,0.072
V139,-2.046,-1.777,0.0
V140,5.698,-1.329,0.3
V141,5.259,-1.487,0.277
V142,4.333,-1.346,0.38
V143,-4.078,-2.226,0.0
V144,2.621,0.388,0.327
V145,1.904,-1.769,0.171
V146,-2.894,-1.383,0.0
V147,3.812,-1.488,0.286
V148,11.848,-0.362,0.38
V149,5.238,-1.321,0.449
V150,5.104,-1.04,0.512
V151,6.186,-1.215,0.462
V152,0.401,-3.779,0.069
V153,10.112,-0.162,0.285
V154,-0.272,0.583,0.064
V155,-3.327,-1.674,0.001
V156,-2.094,-0.629,0.0
V157,2.66,-1.709,0.18
V158,-1.88,-1.584,0.001
V159,-3.363,-1.414,0.0
V160,-5.862,-1.896,0.0
V161,2.15,-1.913,0.162
V162,7.055,-1.125,0.408
V163,-2.051,-1.779,0.001
V164,-2.806,-1.784,0.0
V165,5.046,-1.444,0.267
V166,3.714,-1.181,0.545
V167,-1.52,-1.359,0.001
V168,4.91,-1.431,0.468
V169,-0.022,49.296,0.091
V170,1.417,-2.157,0.11
V171,-1.547,-0.924,0.001
V172,-1.275,-1.325,0.327
V173,6.411,-0.075,0.493
V174,-2.2,-2.229,0.001
V175,-2.34,-1.23,0.0
