,Discriminacao,Dificuldade,Adivinhacao
V1,6.987,-1.925,0.032
V2,4.596,-1.64,0.089
V3,3.12,-1.723,0.076
V4,-2.056,-1.78,0.0
V5,4.78,-1.777,0.047
V6,6.955,-1.884,0.144
V7,9.558,-1.723,0.017
V8,4.962,-2.13,0.064
V9,1.72,-1.556,0.153
V10,-1.689,-2.125,0.002
V11,4.723,-2.045,0.051
V12,6.713,-1.425,0.112
V13,-2.256,-1.862,0.0
V14,2.713,-1.528,0.054
V15,7.219,-1.892,0.149
V16,6.855,-1.818,0.199
V17,-1.959,-2.083,0.001
V18,-1.379,-1.604,0.001
V19,3.941,-1.619,0.065
V20,3.113,-1.732,0.08
V21,-2.279,-1.86,0.0
V22,-1.211,-0.763,0.001
V23,0.178,-1.66,0.013
V24,-2.163,-1.586,0.0
V25,9.19,-1.49,0.016
V26,4.319,-2.164,0.062
V27,-1.419,-1.647,0.001
V28,0.143,-9.852,0.04
V29,4.398,-1.914,0.048
V30,1.075,8.406,0.068
V31,-1.627,-2.577,0.002
V32,-1.162,-1.557,0.001
V33,3.145,-1.639,0.105
V34,-1.912,-1.56,0.155
V35,4.321,-2.164,0.062
V36,9.558,-1.723,0.017
V37,3.295,-1.887,0.039
V38,-1.107,-2.081,0.002
V39,4.641,2.09,0.386
V40,6.987,-1.924,0.033
V41,4.726,-2.045,0.051
V42,2.008,-1.361,0.035
V43,4.837,-1.775,0.049
V44,6.403,-1.248,0.115
V45,5.795,-1.655,0.011
V46,3.571,-1.635,0.035
V47,-2.164,-1.519,0.005
V48,2.842,-1.669,0.061
V49,6.385,-2.013,0.038
V50,7.439,-1.276,0.3
V51,-2.441,-1.498,0.001
V52,2.036,-1.92,0.064
V53,-0.983,-0.855,0.017
V54,5.132,0.882,0.528
V55,5.184,-1.965,0.045
V56,-1.821,-1.835,0.001
V57,-2.016,-1.786,0.001
V58,-1.592,-1.65,0.001
V59,6.386,-2.013,0.038
V60,6.987,-1.924,0.033
