,Discriminacao,Dificuldade,Adivinhacao
V1,5.6,-2.096,0.016
V2,2.173,-2.239,0.021
V3,2.588,-0.104,0.662
V4,12.685,0.719,0.432
V5,5.051,-2.185,0.016
V6,2.412,-1.315,0.406
V7,4.363,-2.118,0.002
V8,1.969,-2.044,0.019
V9,-0.59,-3.689,0.003
V10,3.962,-1.866,0.019
V11,2.953,-1.003,0.656
V12,0.132,-10.661,0.086
V13,5.584,0.866,0.601
V14,4.583,-2.145,0.018
V15,-1.43,-1.622,0.002
V16,1.371,-1.869,0.017
V17,-0.996,-1.657,0.004
V18,0.721,-2.694,0.251
V19,16.178,-0.055,0.516
V20,-2.399,-1.905,0.002
V21,0.167,-1.5,0.234
V22,-3.109,-2.37,0.001
V23,-0.033,-11.143,0.218
V24,-2.395,-1.965,0.002
V25,10.573,0.088,0.583
V26,4.539,-2.056,0.017
V27,0.5,-3.371,0.045
V28,17.814,-0.298,0.534
V29,1.929,-1.836,0.04
V30,7.468,1.017,0.372
V31,2.052,-1.011,0.357
V32,4.077,-2.244,0.002
V33,2.319,-2.109,0.021
V34,2.922,1.119,0.49
V35,0.088,-3.321,0.102
V36,2.748,-2.058,0.123
V37,-0.728,-0.587,0.087
V38,-2.982,-1.748,0.001
V39,0.353,-1.48,0.163
V40,2.367,-1.346,0.394
V41,-1.301,-1.547,0.034
V42,3.075,-0.496,0.701
V43,-1.781,-1.94,0.001
V44,4.364,-2.117,0.002
V45,2.82,-1.88,0.019
V46,-3.028,-1.485,0.001
V47,2.131,-2.06,0.021
V48,2.859,-2.022,0.189
V49,2.112,-1.728,0.024
V50,4.123,-2.377,0.02
V51,4.858,-2.049,0.017
V52,3.38,-1.981,0.019
V53,1.448,-1.7,0.028
V54,1.751,-0.786,0.565
V55,4.161,-0.4,0.729
V56,0.475,-2.366,0.036
V57,0.353,-2.803,0.051
V58,-2.688,-1.757,0.002
V59,2.05,-2.196,0.022
V60,5.144,-2.053,0.018
V61,-2.154,-1.872,0.002
V62,-0.831,-3.328,0.33
V63,-3.017,-1.53,0.001
V64,2.084,-1.812,0.031
V65,-2.417,-2.085,0.062
V66,-2.367,-1.865,0.002
V67,4.146,-2.01,0.019
V68,4.858,-2.049,0.017
V69,1.776,-1.971,0.022
V70,4.227,-2.274,0.019
V71,2.235,-1.823,0.024
V72,-2.164,-1.898,0.001
V73,1.402,-2.353,0.02
V74,5.383,-2.112,0.016
V75,-0.77,-1.162,0.01
V76,4.745,-1.991,0.017
V77,-2.417,-1.75,0.002
V78,0.443,-1.989,0.03
V79,3.323,-2.236,0.019
V80,2.6,-0.353,0.649
V81,0.768,-2.395,0.025
V82,2.122,-0.743,0.646
V83,0.678,-2.925,0.028
V84,0.635,-2.064,0.024
V85,3.631,-2.107,0.019
V86,-0.656,-3.306,0.002
V87,0.685,-2.326,0.034
V88,5.304,-2.286,0.016
