,Discriminacao,Dificuldade,Adivinhacao
V1,3.659,-1.963,0.014
V2,1.752,-2.126,0.015
V3,12.793,-0.03,0.607
V4,5.53,0.188,0.348
V5,4.558,-2.001,0.012
V6,4.981,-0.504,0.59
V7,4.862,-1.895,0.011
V8,4.134,-1.781,0.017
V9,-0.921,-2.043,0.0
V10,2.258,-1.882,0.017
V11,4.338,-0.2,0.667
V12,0.59,-2.99,0.052
V13,5.316,0.546,0.577
V14,3.975,-1.921,0.014
V15,-2.058,-1.014,0.0
V16,0.441,-1.629,0.065
V17,-0.595,-2.846,0.002
V18,12.645,-0.358,0.585
V19,17.257,-0.358,0.505
V20,-3.753,-1.651,0.0
V21,7.185,0.786,0.509
V22,-5.169,-2.009,0.0
V23,4.117,0.973,0.642
V24,-3.272,-1.823,0.0
V25,4.039,0.252,0.451
V26,3.437,-1.869,0.017
V27,1.213,-2.115,0.015
V28,18.381,-0.36,0.504
V29,1.61,-2.157,0.025
V30,-0.467,-2.08,0.003
V31,6.503,-0.758,0.41
V32,4.155,-2.001,0.011
V33,2.066,-1.813,0.022
V34,2.451,0.841,0.334
V35,-0.665,-1.123,0.001
V36,3.07,-1.971,0.017
V37,9.992,1.044,0.41
V38,-3.877,-1.717,0.0
V39,5.426,0.183,0.653
V40,2.75,-0.532,0.598
V41,-1.017,-1.433,0.001
V42,10.881,-0.341,0.643
V43,-2.619,-1.693,0.0
V44,4.863,-1.895,0.011
V45,1.299,-1.939,0.019
V46,-3.839,-1.725,0.0
V47,1.979,-1.718,0.015
V48,1.614,-2.086,0.066
V49,0.896,-1.68,0.039
V50,3.136,-2.208,0.016
V51,5.625,-1.453,0.163
V52,2.742,-1.858,0.016
V53,10.507,0.243,0.369
V54,6.888,-0.104,0.672
V55,8.235,-0.457,0.61
V56,0.715,-1.735,0.04
V57,0.901,-1.919,0.028
V58,-3.272,-1.823,0.0
V59,1.871,-1.661,0.028
V60,4.343,-1.828,0.013
V61,-2.614,-1.687,0.0
V62,11.05,1.671,0.316
V63,-2.976,-1.352,0.0
V64,0.827,-1.964,0.043
V65,-2.98,-1.988,0.035
V66,-2.794,-1.834,0.0
V67,4.842,-1.808,0.013
V68,3.126,-1.753,0.013
V69,1.891,-1.467,0.025
V70,2.837,-1.935,0.022
V71,1.035,-1.751,0.027
V72,-2.641,-1.681,0.0
V73,2.192,-2.067,0.013
V74,5.378,-1.877,0.011
V75,-1.569,-1.001,0.0
V76,4.343,-1.828,0.014
V77,-3.131,-1.778,0.0
V78,-1.029,-0.795,0.0
V79,2.826,-1.947,0.014
V80,12.661,-0.303,0.591
V81,1.298,-1.656,0.016
V82,10.713,-0.346,0.631
V83,1.482,-1.918,0.009
V84,0.967,-1.764,0.013
V85,3.069,-1.971,0.017
V86,-1.127,-2.397,0.0
V87,0.702,-2.54,0.032
V88,3.377,-2.054,0.014
V89,8.099,0.987,0.427
V90,0.351,-1.124,0.197
V91,4.478,-1.822,0.013
V92,4.343,-1.828,0.014
V93,6.393,0.284,0.426
V94,4.049,-1.67,0.032
V95,-0.939,-1.717,0.0
V96,3.981,-1.905,0.014
V97,1.498,-1.792,0.012
V98,-0.75,-1.759,0.001
V99,6.639,-1.675,0.012
V100,-1.816,-1.413,0.0
V101,-1.161,-1.354,0.0
V102,9.628,-1.604,0.004
V103,6.292,-1.86,0.001
V104,-0.891,-0.953,0.0
V105,1.356,-0.071,0.203
V106,3.137,-1.726,0.014
V107,5.059,-1.503,0.003
V108,-2.086,-1.528,0.0
V109,6.059,-1.435,0.189
V110,11.509,0.09,0.356
V111,9.427,0.507,0.425
V112,-0.709,0.587,0.0
V113,6.145,-1.612,0.017
V114,4.26,0.08,0.492
V115,6.39,-1.897,0.011
V116,1.125,-1.61,0.101
V117,-0.559,-1.989,0.001
V118,3.976,-1.903,0.014
V119,-1.77,-1.517,0.0
V120,10.916,1.606,0.207
V121,6.294,-1.86,0.001
V122,-1.257,-2.181,0.0
V123,4.808,-1.803,0.013
V124,4.08,-1.776,0.017
V125,12.834,0.479,0.323
V126,-0.712,0.715,0.0
V127,7.182,1.705,0.486
V128,5.504,-1.964,0.001
V129,15.485,0.194,0.403
V130,13.402,-0.293,0.611
V131,6.986,-1.675,0.012
V132,-0.51,-0.04,0.002
V133,10.129,-1.535,0.004
V134,3.394,-1.441,0.356
V135,7.595,-1.409,0.302
V136,12.855,-0.072,0.442
V137,-0.793,-0.851,0.0
V138,10.868,-1.523,0.004
V139,6.298,-1.86,0.001
V140,-0.692,-1.527,0.0
V141,1.19,-1.526,0.006
V142,4.77,-1.81,0.013
V143,4.521,-1.812,0.013
V144,12.375,-1.404,0.003
V145,12.522,-1.199,0.193
V146,3.464,-1.86,0.017
V147,-0.627,-2.359,0.001
V148,1.635,-2.638,0.121
V149,2.117,-1.835,0.012
V150,4.194,-1.578,0.048
V151,5.204,-1.991,0.012
V152,3.646,-1.64,0.01
V153,15.527,0.115,0.408
V154,15.234,0.243,0.389
V155,9.2,-0.44,0.561
V156,1.383,-1.627,0.043
V157,-0.997,-1.576,0.0
V158,-0.652,-1.088,0.001
V159,5.787,-1.638,0.004
V160,5.008,-2.066,0.001
V161,2.352,-1.792,0.01
V162,7.463,-1.769,0.009
V163,-0.593,0.668,0.0
V164,21.332,-0.378,0.523
V165,4.912,-1.814,0.013
V166,7.743,-0.23,0.432
V167,7.53,-1.859,0.256
V168,0.775,-0.783,0.052
V169,3.208,-1.819,0.023
V170,5.667,-1.236,0.255
V171,-0.756,-1.984,0.0
V172,-1.178,-1.578,0.0
V173,0.837,-2.952,0.177
V174,7.891,-1.482,0.059
V175,3.629,-1.594,0.01
V176,20.594,-0.323,0.444
V177,1.724,-1.573,0.017
V178,10.799,-1.415,0.003
V179,18.265,0.292,0.34
V180,7.843,-1.425,0.067
