,Discriminacao,Dificuldade,Adivinhacao
V181,5.009,-2.066,0.001
V182,4.481,-2.005,0.012
V183,7.579,-1.409,0.302
V184,-1.086,-0.762,0.0
V185,13.399,0.299,0.322
V186,-2.095,-1.834,0.0
V187,2.4,-1.927,0.011
V188,3.997,-1.911,0.014
V189,6.542,-1.516,0.04
V190,4.99,-1.591,0.009
V191,5.512,-1.964,0.001
V192,1.557,-1.238,0.017
V193,9.476,-1.476,0.003
V194,15.685,-0.402,0.504
V195,-0.922,-3.244,0.0
V196,-0.527,-2.591,0.004
V197,-1.568,-1.872,0.0
V198,-0.617,-1.482,0.001
V199,14.627,0.053,0.421
V200,13.158,0.481,0.306
V201,-0.816,-2.539,0.0
V202,6.74,-1.775,0.009
V203,5.628,-1.894,0.011
V204,0.952,-2.619,0.213
V205,5.177,-1.989,0.012
V206,16.44,0.249,0.427
V207,-0.695,-1.132,0.001
