,Discriminacao,Dificuldade,Adivinhacao
V1,0.564,-4.821,0.0
V2,0.583,-3.869,0.0
V3,3.551,2.384,0.009
V4,0.685,-3.309,0.0
V5,-0.232,11.087,0.047
V6,0.889,-0.705,0.122
V7,-0.045,60.756,0.155
V8,0.708,-2.721,0.0
V9,-0.599,5.465,0.007
V10,0.179,-11.016,0.018
V11,-0.412,8.214,0.02
V12,0.056,-22.45,0.546
V13,-0.283,9.286,0.006
V14,37.342,3.121,0.761
V15,-1.779,2.099,0.0
V16,-58.126,-2.773,0.044
V17,-107.335,-2.03,0.058
V18,-3.991,1.708,0.0
V19,-3.62,1.33,0.0
V20,-64.935,-1.356,0.09
V21,-54.313,1.69,0.0
V22,-88.248,-2.042,0.029
V23,-19.249,2.049,0.0
V24,-119.91,-2.425,0.035
V25,-3.091,-1.97,0.113
V26,-80.449,0.042,0.18
V27,-111.308,-2.065,0.087
V28,-23.636,1.418,0.0
V29,-97.617,1.364,0.0
V30,-23.729,1.418,0.0
V31,0.766,6.411,0.049
V32,-69.48,-2.751,0.027
V33,-104.849,1.356,0.0
V34,-2.991,-1.699,0.074
V35,-4.194,1.869,0.0
V36,-104.85,1.356,0.0
V37,-3.552,2.131,0.0
V38,-2.731,0.189,0.08
V39,-19.379,2.049,0.0
V40,-163.502,-1.638,0.029
V41,-4.195,1.869,0.0
V42,-97.617,1.364,0.0
V43,-42.712,2.363,0.0
V44,-94.96,1.351,0.143
V45,-4.039,0.528,0.227
V46,-18.501,1.367,0.143
V47,-104.85,1.356,0.0
V48,-175.901,1.091,0.0
V49,-3.991,1.707,0.0
V50,-25.752,0.703,0.333
V51,-79.755,0.007,0.106
V52,-4.192,1.869,0.0
V53,-105.53,-2.063,0.048
V54,0.5,9.108,0.099
V55,-3.433,-2.631,0.03
V56,-2.985,1.422,0.0
V57,-6.131,0.423,0.162
V58,-101.958,-2.038,0.077
V59,-4.192,1.869,0.0
V60,-28.244,1.364,0.143
V61,-28.257,1.364,0.143
V62,-6.501,0.494,0.247
V63,-24.741,1.416,0.0
V64,-6.073,0.528,0.245
V65,-8.38,0.383,0.167
V66,-2.417,1.168,0.0
V67,-124.541,-2.361,0.044
V68,-95.044,1.351,0.143
V69,-119.912,-2.425,0.035
V70,-7.388,-0.31,0.027
V71,-2.288,1.587,0.0
V72,-128.803,1.339,0.143
V73,-31.317,1.347,0.0
V74,-4.278,1.199,0.0
V75,-3.99,1.707,0.0
V76,-97.616,1.364,0.0
V77,-3.995,-2.183,0.059
V78,-83.942,0.0,0.055
V79,-1.346,2.198,0.0
V80,-7.945,-0.43,0.027
V81,-3.991,1.707,0.0
V82,-79.209,0.028,0.319
V83,-105.49,1.356,0.0
V84,-56.018,1.689,0.0
V85,-128.798,1.339,0.143
V86,-86.102,-2.048,0.048
V87,-122.537,-2.383,0.027
V88,-43.349,2.364,0.0
V89,0.953,18.753,0.092
V90,-61.753,-2.772,0.044
V91,-59.996,-0.687,0.07
V92,-101.226,-2.064,0.048
V93,-135.784,-2.069,0.048
V94,-3.739,-0.993,0.141
V95,-25.408,1.376,0.0
V96,-94.248,1.351,0.143
V97,-25.204,1.415,0.0
V98,-108.517,0.668,0.333
V99,-85.947,-0.656,0.083
V100,-3.187,1.469,0.0
V101,-4.193,1.869,0.0
V102,-128.792,1.339,0.143
V103,-2.639,1.911,0.0
V104,-4.193,1.869,0.0
V105,-118.123,-2.38,0.027
V106,-1.937,1.807,0.0
V107,-175.902,1.091,0.0
V108,-73.089,-0.675,0.083
V109,-43.984,2.362,0.0
V110,-3.991,1.707,0.0
V111,-37.769,-3.115,0.162
V112,-85.271,-3.129,0.043
V113,-50.031,-2.73,0.044
V114,-7.422,-0.482,0.084
V115,-1.729,-2.615,0.064
V116,-19.134,1.367,0.143
V117,-175.903,1.091,0.0
V118,-3.552,2.132,0.0
V119,-128.886,-2.349,0.027
V120,-158.503,-0.872,0.068
V121,-83.494,0.671,0.333
V122,-26.001,1.375,0.0
V123,-4.192,1.869,0.0
V124,-25.745,1.414,0.0
V125,-25.919,1.413,0.0
V126,-25.53,-1.347,0.202
V127,-3.907,-0.934,0.035
V128,-57.432,1.688,0.0
V129,-1.275,-2.882,0.233
V130,-119.541,1.348,0.0
V131,-76.396,-3.112,0.043
V132,-4.2,1.869,0.0
V133,-5.262,-1.674,0.123
V134,-3.553,2.131,0.0
V135,-95.127,1.351,0.143
V136,-136.851,-2.465,0.018
V137,-101.353,-2.052,0.038
V138,-118.251,-2.069,0.029
V139,-156.074,-1.671,0.058
V140,-28.269,1.364,0.143
V141,-57.639,1.688,0.0
V142,-1.228,2.029,0.0
V143,-1.835,1.082,0.0
V144,-79.159,0.005,0.108
V145,-2.509,1.705,0.0
V146,-3.553,2.132,0.0
V147,-1.709,-0.43,0.062
V148,-2.92,-2.14,0.037
V149,-104.85,1.356,0.0
V150,-2.283,1.588,0.0
V151,-132.95,0.669,0.25
V152,0.612,7.78,0.066
V153,-3.236,1.665,0.0
V154,-3.788,1.074,0.0
V155,-106.895,1.356,0.0
V156,-93.296,0.008,0.053
V157,-3.528,-1.357,0.026
V158,-89.245,-2.042,0.048
V159,-83.379,-2.751,0.018
V160,-2.438,0.394,0.243
V161,-0.966,-0.539,0.0
V162,-83.821,-0.014,0.079
