,Discriminacao,Dificuldade,Adivinhacao
V1,11.851,-1.329,0.004
V2,3.113,-1.375,0.004
V3,9.295,0.38,0.677
V4,11.888,1.639,0.329
V5,9.328,-1.453,0.004
V6,3.184,-0.713,0.251
V7,8.945,-1.403,0.004
V8,4.728,-1.173,0.005
V9,-0.651,-2.337,0.0
V10,3.95,-1.082,0.008
V11,2.272,-0.247,0.527
V12,9.746,-1.45,0.004
V13,9.756,1.639,0.602
V14,4.075,-1.506,0.004
V15,-1.601,-1.228,0.0
V16,3.683,-1.065,0.004
V17,-1.273,-1.116,0.0
V18,9.804,0.33,0.675
V19,10.147,0.54,0.514
V20,-2.284,-1.41,0.0
V21,-1.22,-0.178,0.0
V22,-2.924,-1.725,0.0
V23,-0.854,-0.04,0.0
V24,-2.699,-1.378,0.0
V25,6.088,0.712,0.605
V26,4.254,-1.235,0.006
V27,1.757,-1.739,0.004
V28,17.104,0.351,0.549
V29,2.145,-1.134,0.008
V30,0.823,-0.614,0.194
V31,14.042,-0.607,0.269
V32,8.39,-1.466,0.004
V33,2.878,-1.473,0.005
V34,-0.87,-1.131,0.0
V35,-0.724,-0.766,0.0
V36,3.111,-1.379,0.005
V37,-1.651,-0.39,0.0
V38,-2.412,-1.245,0.0
V39,-0.795,-0.015,0.0
V40,2.226,-0.672,0.281
V41,-1.584,-1.038,0.0
V42,6.824,0.196,0.729
V43,-1.727,-1.522,0.0
V44,8.945,-1.403,0.004
V45,2.157,-0.976,0.005
V46,-3.803,-1.186,0.0
V47,2.5,-1.333,0.005
V48,7.828,-0.753,0.333
V49,1.841,-0.987,0.004
V50,3.919,-1.59,0.005
V51,3.052,-1.415,0.004
V52,3.758,-1.218,0.006
V53,2.024,-1.098,0.011
V54,1.666,-0.059,0.459
V55,8.485,0.091,0.677
V56,-0.711,0.409,0.0
V57,2.694,-1.293,0.004
V58,-2.923,-1.218,0.0
V59,2.309,-1.433,0.006
V60,9.404,-1.407,0.004
V61,-1.833,-1.329,0.0
V62,-1.236,-1.101,0.0
V63,-2.279,-1.101,0.0
V64,1.76,-0.915,0.009
V65,-2.595,-1.461,0.0
V66,-2.067,-1.32,0.0
V67,4.277,-1.409,0.004
V68,3.522,-1.406,0.003
V69,2.157,-1.314,0.005
V70,2.707,-1.566,0.006
V71,1.843,-0.985,0.005
V72,-3.423,-1.261,0.0
V73,11.85,-1.329,0.004
V74,9.654,-1.405,0.004
V75,-1.259,-0.841,0.0
V76,12.551,-1.294,0.004
V77,-2.175,-1.459,0.0
V78,-0.796,-0.776,0.0
V79,4.32,-1.414,0.004
V80,10.71,0.364,0.659
V81,3.956,-1.075,0.007
V82,11.809,0.327,0.692
V83,12.735,-1.29,0.003
V84,3.044,-1.027,0.002
V85,3.422,-1.28,0.006
V86,-0.694,-2.316,0.0
V87,2.681,-1.303,0.004
V88,8.453,-1.523,0.004
V89,-1.164,-0.64,0.0
V90,-0.772,-0.103,0.0
V91,4.707,-1.178,0.006
V92,10.901,-1.363,0.004
V93,12.905,0.701,0.416
V94,3.803,-1.339,0.004
V95,-0.711,-1.485,0.0
V96,9.453,-1.405,0.005
V97,4.728,-1.169,0.004
V98,10.895,1.644,0.445
V99,3.282,-1.119,0.008
V100,-2.083,-0.897,0.0
V101,-2.207,-0.697,0.0
V102,4.316,-1.354,0.002
V103,9.755,-1.407,0.0
V104,-0.84,-0.463,0.0
V105,10.296,0.952,0.285
V106,4.708,-1.185,0.005
V107,1.99,-0.901,0.001
V108,-1.93,-1.202,0.0
V109,4.674,-1.163,0.006
V110,13.417,0.87,0.405
V111,-2.109,-1.102,0.0
V112,1.183,-1.726,0.008
V113,4.991,-1.276,0.004
V114,19.979,0.344,0.479
V115,4.735,-1.329,0.004
V116,-0.675,-0.849,0.0
V117,-0.567,-1.723,0.0
V118,11.924,-1.329,0.004
V119,-1.626,-1.518,0.0
V120,-0.899,-2.474,0.0
V121,10.72,-1.323,0.0
V122,-1.413,-1.553,0.0
V123,10.718,-1.364,0.004
V124,3.079,-1.403,0.004
V125,-2.315,-1.075,0.0
V126,1.183,-1.726,0.008
V127,-1.169,-1.325,0.0
V128,9.98,-1.496,0.0
V129,9.784,1.446,0.334
V130,3.31,0.556,0.744
V131,4.329,-1.419,0.003
V132,1.257,-0.264,0.015
V133,11.562,-1.289,0.0
V134,4.464,-0.664,0.586
V135,2.589,-1.47,0.006
V136,20.276,0.342,0.461
V137,-0.723,-1.087,0.0
V138,5.438,-1.206,0.003
V139,9.476,-1.399,0.005
V140,10.205,1.604,0.47
V141,1.941,-0.689,0.004
V142,8.909,-1.456,0.005
V143,4.602,-1.345,0.004
V144,6.307,-1.023,0.005
V145,3.652,-1.086,0.008
V146,2.462,-1.53,0.006
V147,-1.512,-1.169,0.0
V148,1.149,-2.502,0.159
V149,3.285,-1.49,0.004
V150,2.589,-1.47,0.006
V151,4.517,-1.405,0.005
V152,1.858,-0.948,0.002
V153,12.234,1.649,0.344
V154,13.057,0.679,0.444
V155,-0.815,-1.211,0.0
V156,1.158,-1.438,0.016
V157,-0.767,-1.303,0.0
V158,13.195,1.667,0.489
V159,3.393,-1.298,0.002
V160,9.195,-1.407,0.004
V161,4.681,-1.166,0.006
V162,2.859,-1.33,0.005
V163,1.251,-1.443,0.006
V164,16.992,0.351,0.567
V165,4.605,-1.348,0.005
V166,1.227,-1.102,0.022
V167,6.337,-1.461,0.186
V168,1.424,-0.775,0.004
V169,3.49,-1.426,0.005
V170,3.283,-1.119,0.007
V171,-0.848,-1.18,0.0
V172,-1.576,-0.705,0.0
V173,0.757,-1.774,0.458
V174,2.859,-1.329,0.005
V175,1.339,-1.347,0.005
V176,17.244,0.695,0.4
V177,2.162,-1.203,0.003
V178,4.892,-1.054,0.002
V179,-2.321,-1.008,0.0
V180,5.57,-1.213,0.003
V181,10.029,-1.495,0.0
V182,10.109,-1.493,0.0
V183,1.643,-1.354,0.06
V184,-1.573,-1.18,0.0
V185,-2.25,-1.309,0.0
V186,-1.891,-1.477,0.0
V187,4.059,-1.519,0.004
V188,3.078,-1.603,0.005
V189,5.286,-1.085,0.011
V190,3.55,-1.385,0.004
V191,8.634,-1.457,0.004
V192,2.166,-0.795,0.003
V193,5.85,-1.213,0.002
V194,-1.394,-1.18,0.0
V195,-0.781,-2.8,0.0
V196,-0.867,-1.64,0.0
V197,-1.815,-1.738,0.0
V198,-0.454,-1.093,0.0
V199,12.798,0.625,0.445
V200,-2.358,-1.119,0.0
V201,-0.732,-2.76,0.0
V202,10.267,-1.318,0.005
V203,4.0,-1.516,0.005
V204,4.558,0.445,0.729
V205,3.966,-1.6,0.005
V206,8.293,0.892,0.522
V207,9.985,0.692,0.481
