,acc_score,f1_score
GaussianNB,0.6342857142857142,0.6049382716049382
KNeighborsClassifier(8),0.6857142857142857,0.3529411764705882
DecisionTreeClassifier(),0.68,0.4509803921568628
RandomForestClassifier,0.7542857142857143,0.5057471264367815
SVM,0.7028571428571428,0.6119402985074627
MLPClassifier,0.7142857142857143,0.5
