,Discriminacao,Dificuldade,Adivinhacao
V1,37.202,0.371,0.198
V2,15.113,1.347,0.165
V3,0.791,-3.08,0.012
V4,-2.001,-1.619,0.201
V5,16.172,-2.074,0.001
V6,3.254,-2.081,0.007
V7,14.808,1.223,0.141
V8,19.016,-1.976,0.001
V9,-1.726,-1.841,0.0
V10,-1.886,-1.966,0.095
V11,6.205,-1.824,0.004
V12,19.935,0.606,0.424
V13,1.742,-1.167,0.176
V14,-1.985,-1.377,0.0
V15,18.216,-2.027,0.001
V16,16.178,-2.074,0.001
V17,19.499,2.03,0.184
V18,6.214,-1.824,0.004
V19,2.597,-1.834,0.001
V20,19.017,-1.976,0.001
V21,18.222,-2.027,0.001
V22,4.015,-1.915,0.004
V23,-1.548,-1.708,0.0
V24,5.283,-1.771,0.005
V25,16.736,-2.025,0.002
V26,18.989,-1.473,0.0
V27,18.225,-2.027,0.001
V28,14.818,-2.143,0.002
V29,19.018,-1.976,0.001
V30,21.742,-0.648,0.4
V31,-1.956,-1.642,0.012
V32,4.4,-1.671,0.015
V33,-1.831,-1.875,0.0
V34,12.905,-1.29,0.334
V35,14.82,-2.142,0.002
V36,-1.698,-1.604,0.129
V37,0.781,-3.579,0.017
V38,3.064,-1.582,0.002
V39,5.265,-1.772,0.004
V40,12.895,2.041,0.125
V41,4.95,-1.955,0.004
V42,-1.904,-1.573,0.0
V43,4.943,-1.955,0.004
V44,2.449,-2.233,0.005
V45,2.577,1.283,0.298
V46,5.269,-1.771,0.004
V47,2.712,-2.293,0.009
V48,1.7,-1.058,0.254
V49,11.423,-2.084,0.004
V50,4.012,-1.914,0.005
V51,-2.054,-1.722,0.036
V52,33.566,0.371,0.282
V53,3.567,-1.867,0.007
V54,18.234,-2.027,0.001
V55,19.121,0.624,0.197
V56,3.096,-1.702,0.001
V57,-2.393,-1.366,0.0
V58,-1.785,-1.534,0.037
V59,4.011,-1.916,0.004
V60,30.437,0.366,0.353
V61,-1.929,-2.092,0.0
V62,3.174,-1.76,0.001
V63,-1.162,-3.182,0.009
V64,-1.932,-1.696,0.0
V65,14.825,-2.142,0.001
V66,3.572,-1.866,0.008
V67,4.038,-2.111,0.004
V68,-1.589,-1.759,0.0
V69,11.423,-2.084,0.004
V70,-1.882,-1.426,0.024
V71,-1.834,-1.47,0.166
V72,21.871,0.597,0.254
V73,16.736,-2.025,0.002
V74,18.86,0.776,0.24
V75,-1.841,-1.657,0.0
V76,-1.68,-2.32,0.0
V77,16.898,-2.025,0.002
V78,-1.847,-2.079,0.023
V79,4.697,-1.725,0.006
V80,6.217,-1.824,0.003
V81,17.297,-1.969,0.002
V82,16.899,-2.025,0.002
V83,19.019,-1.976,0.001
V84,4.699,-1.724,0.006
V85,16.198,-2.074,0.001
V86,4.413,-1.67,0.016
V87,16.736,-2.025,0.002
V88,1.809,-1.937,0.032
