,acc_score,f1_score
GaussianNB,0.5485714285714286,0.5380116959064328
KNeighborsClassifier(8),0.68,0.1764705882352941
DecisionTreeClassifier(),0.6057142857142858,0.3030303030303031
RandomForestClassifier,0.6914285714285714,0.37209302325581395
SVM,0.7142857142857143,0.0
MLPClassifier,0.68,0.03448275862068966
