,Discriminacao,Dificuldade,Adivinhacao
V71,-96.252,0.014,0.115
V72,-146.932,-0.004,0.077
V73,-12.577,2.049,0.334
V74,-36.023,-1.704,0.455
V75,-125.597,-1.595,0.253
V76,-53.257,-2.06,0.313
V77,-119.04,0.004,0.153
V78,-48.531,2.092,0.0
V79,-3.886,1.678,0.0
V80,-68.367,-2.051,0.172
V81,-59.394,2.432,0.0
V82,-48.562,2.035,0.0
V83,1.777,2.414,0.0
V84,-3.402,1.5,0.0
V85,-87.192,0.034,0.077
V86,-3.884,1.678,0.0
V87,-41.254,2.079,0.0
V88,0.197,-5.714,0.0
V89,-132.237,-0.004,0.115
V90,2.001,0.357,0.0
V91,0.468,7.1,0.103
V92,2.091,0.793,0.0
V93,-1.743,0.505,0.002
V94,-34.559,2.751,0.0
V95,-2.579,1.622,0.0
V96,2.579,0.834,0.0
V97,-3.996,1.185,0.139
V98,-48.614,2.092,0.0
V99,0.05,6.577,0.0
V100,-39.578,-0.682,0.375
V101,-143.616,0.003,0.077
V102,-48.633,2.092,0.0
V103,-121.969,-2.058,0.121
V104,-2.012,-1.047,0.081
V105,2.04,2.086,0.0
V106,1.906,0.957,0.0
V107,-47.15,2.064,0.0
V108,-49.958,2.063,0.0
V109,-3.881,1.678,0.0
V110,-80.028,-2.071,0.091
V111,0.594,-2.394,0.0
V112,1.983,1.611,0.0
V113,-1.614,1.814,0.0
V114,0.575,-0.692,0.0
V115,0.638,-3.685,0.0
V116,-149.435,0.009,0.077
V117,0.718,0.026,0.0
V118,-48.655,2.092,0.0
V119,-133.542,-0.479,0.104
V120,-3.454,0.741,0.135
V121,-2.796,1.097,0.0
V122,-154.857,0.019,0.077
V123,-4.204,0.387,0.116
V124,-128.863,-0.003,0.077
V125,-42.522,2.044,0.0
V126,-3.561,2.685,0.0
V127,-3.192,1.047,0.119
V128,-4.105,1.858,0.0
V129,-3.578,2.684,0.0
V130,-4.9,-0.261,0.0
V131,1.466,2.089,0.0
V132,-3.604,2.682,0.0
V133,-2.33,1.556,0.0
V134,-1.947,1.802,0.0
V135,-4.163,0.776,0.14
V136,0.347,-3.981,0.0
V137,0.781,-3.263,0.0
V138,-69.511,-2.488,0.093
V139,-59.567,2.432,0.0
V140,-29.509,2.042,0.0
V141,-2.502,0.385,0.047
V142,-1.868,1.239,0.0
V143,-48.717,2.092,0.0
V144,-3.604,2.682,0.0
V145,2.516,0.119,0.0
V146,3.678,2.695,0.01
V147,-47.146,2.064,0.0
V148,-1.407,1.137,0.0
V149,-62.873,2.016,0.0
V150,-50.236,2.091,0.0
V151,-42.7,2.02,0.0
V152,-0.776,2.944,0.0
V153,-152.669,0.0,0.154
V154,-48.739,2.092,0.0
V155,-142.944,-2.046,0.151
V156,-70.26,0.019,0.115
V157,1.54,1.35,0.0
V158,-44.509,2.034,0.0
V159,-3.102,1.076,0.0
V160,-38.02,2.082,0.0
V161,-1.959,1.448,0.0
V162,-54.911,-2.44,0.25
V163,-5.454,0.596,0.0
V164,2.313,1.306,0.0
V165,0.839,3.392,0.0
V166,-135.822,0.009,0.038
V167,-49.77,2.024,0.0
V168,0.342,-3.889,0.0
V169,-3.098,2.559,0.0
V170,-3.604,2.682,0.0
V171,-68.424,-2.355,0.102
V172,-2.737,0.577,0.11
V173,-75.598,-2.37,0.065
V174,-34.65,2.751,0.0
V175,2.952,2.611,0.114
