Metodo,Acuracia
GaussianNB,0.5589024390243903
BernoulliNB,0.7129878048780488
KNeighborsClassifier(2),0.6958536585365853
KNeighborsClassifier(3),0.6860975609756097
KNeighborsClassifier(5),0.6886585365853659
KNeighborsClassifier(8),0.6837804878048781
DecisionTreeClassifier(),0.6372560975609756
RandomForestClassifier(3_estimators),0.6715243902439024
RandomForestClassifier(5_estimators),0.6740853658536585
RandomForestClassifier,0.6910975609756098
SVM,0.7129878048780488
MLPClassifier,0.6810975609756097
rand1,0.4685714285714286
rand2,0.4514285714285714
rand3,0.5428571428571428
majoritario,0.7142857142857143
minoritario,0.2857142857142857
pessimo,0.0
otimo,1.0
