,acc_score,f1_score
GaussianNB,0.5371428571428571,0.5371428571428571
KNeighborsClassifier(8),0.6857142857142857,0.56
DecisionTreeClassifier(),0.7028571428571428,0.4583333333333333
RandomForestClassifier,0.6514285714285715,0.42990654205607476
SVM,0.5828571428571429,0.535031847133758
MLPClassifier,0.6514285714285715,0.5343511450381679
