,Discriminacao,Dificuldade,Adivinhacao
V1,1.154,-3.085,0.0
V2,4.185,-1.141,0.0
V3,1.407,-3.301,0.0
V4,66.302,2.323,0.138
V5,1.565,-3.571,0.0
V6,86.151,1.873,0.081
V7,-0.381,-6.726,0.209
V8,2.947,1.295,0.041
V9,1.407,-3.301,0.0
V10,1.565,-3.571,0.0
V11,1.274,-1.187,0.0
V12,1.899,-0.652,0.0
V13,5.454,-0.928,0.0
V14,172.68,0.672,0.285
V15,2.912,-1.965,0.0
V16,4.94,0.538,0.101
V17,40.337,2.782,0.037
V18,112.04,0.667,0.041
V19,248.569,0.453,0.348
V20,64.111,2.356,0.073
V21,46.574,2.788,0.119
V22,46.731,2.785,0.101
V23,92.176,2.341,0.193
V24,1.231,-3.22,0.0
V25,0.776,-1.001,0.0
V26,2.914,0.751,0.058
V27,1.231,-3.22,0.0
V28,23.077,2.337,0.211
V29,1.227,-0.848,0.0
V30,1.297,-2.482,0.0
V31,1.555,-2.603,0.0
V32,76.159,2.446,0.046
V33,3.416,0.672,0.0
V34,1.376,-3.02,0.001
V35,28.711,1.402,0.117
V36,3.619,2.472,0.055
V37,1.407,-3.301,0.0
V38,0.881,-1.26,0.0
V39,1.757,-1.122,0.0
V40,1.26,-2.915,0.004
V41,69.023,-1.357,0.0
V42,1.129,-0.862,0.0
V43,2.893,-0.724,0.0
V44,64.282,0.674,0.02
V45,108.195,0.663,0.103
V46,1.832,-0.725,0.0
V47,4.392,0.873,0.02
V48,1.555,-2.603,0.0
V49,1.561,-0.83,0.0
V50,37.025,2.785,0.037
V51,61.195,2.063,0.151
V52,1.308,-2.648,0.0
V53,33.363,-1.381,0.0
V54,49.343,2.779,0.064
V55,2.143,-0.929,0.0
V56,1.304,-2.178,0.0
V57,1.154,-3.086,0.0
V58,1.943,1.317,0.027
V59,2.554,1.473,0.03
V60,51.665,3.059,0.027
V61,54.085,3.103,0.035
V62,1.994,-2.168,0.0
V63,28.27,1.354,0.117
V64,1.407,-3.301,0.0
V65,1.388,-2.095,0.0
V66,41.189,-1.343,0.0
V67,188.445,0.663,0.328
V68,42.77,2.784,0.073
V69,48.31,2.785,0.11
V70,1.383,-1.976,0.0
V71,1.624,-2.194,0.0
V72,1.4,-0.691,0.0
V73,4.642,-1.042,0.0
V74,0.828,-0.801,0.0
V75,31.719,-1.382,0.0
V76,3.59,0.426,0.043
V77,2.473,-1.526,0.0
V78,41.153,0.683,0.285
V79,31.148,3.475,0.08
V80,91.849,-1.382,0.0
V81,2.502,-2.201,0.0
V82,3.023,-0.772,0.0
V83,1.449,-0.885,0.0
V84,44.707,2.782,0.064
V85,1.26,-2.915,0.004
V86,51.682,2.732,0.11
V87,1.376,-3.02,0.001
V88,54.517,3.089,0.062
V89,1.623,-2.195,0.0
V90,27.025,3.473,0.044
V91,43.167,0.661,0.103
V92,57.827,3.011,0.027
V93,1.465,-1.695,0.0
V94,280.415,0.402,0.368
V95,1.145,-0.63,0.0
V96,4.373,0.692,0.035
V97,1.407,-3.301,0.0
V98,49.067,-1.346,0.0
V99,3.154,-0.829,0.0
V100,2.84,1.204,0.39
V101,47.558,2.444,0.229
V102,85.18,2.47,0.211
V103,1.407,-3.301,0.0
V104,101.709,0.679,0.102
V105,0.425,-0.185,0.0
V106,1.885,-0.819,0.0
V107,3.445,-1.538,0.0
V108,2.471,-1.33,0.0
V109,1.231,-3.22,0.0
V110,57.444,1.36,0.364
V111,1.231,-3.22,0.0
V112,54.631,3.087,0.071
V113,83.032,0.67,0.041
V114,66.236,0.675,0.042
V115,2.298,-0.893,0.0
V116,0.822,-3.95,0.0
V117,47.639,2.786,0.11
V118,1.669,-0.73,0.0
V119,1.732,-0.997,0.0
V120,1.077,-2.634,0.0
V121,1.376,-3.02,0.001
V122,1.761,1.918,0.036
V123,2.26,-1.116,0.0
V124,1.011,-3.664,0.0
V125,2.273,-0.966,0.0
V126,-0.934,2.188,0.0
V127,-0.681,4.405,0.0
V128,-33.687,-2.394,0.026
V129,-12.463,-3.512,0.119
V130,-0.801,3.85,0.0
V131,-3.346,-1.234,0.083
V132,-0.553,4.721,0.0
V133,-3.095,0.25,0.019
V134,-1.099,3.786,0.0
V135,-0.481,4.718,0.0
V136,-0.921,3.826,0.0
V137,-22.533,-2.427,0.095
V138,-1.94,1.017,0.037
V139,-60.611,-1.364,0.019
V140,-4.102,-1.0,0.092
V141,-0.819,3.557,0.0
V142,-0.699,1.98,0.0
V143,-0.844,3.282,0.0
V144,-59.863,-1.341,0.096
V145,-55.946,-1.373,0.019
V146,-0.564,-1.367,0.0
V147,-30.275,-1.406,0.029
V148,-0.125,10.509,0.0
V149,-1.677,0.802,0.037
V150,-2.206,0.644,0.027
V151,-0.684,3.838,0.0
V152,-0.556,4.868,0.0
V153,-0.607,4.43,0.0
V154,-0.857,3.467,0.0
V155,-0.577,4.433,0.0
V156,-0.501,4.894,0.0
V157,-0.087,31.752,0.059
V158,-0.839,3.192,0.0
V159,-2.536,0.446,0.04
V160,-0.663,4.177,0.0
V161,-2.754,0.584,0.026
V162,-96.44,-1.377,0.077
V163,-0.081,15.309,0.001
V164,-3.248,0.38,0.021
V165,-2.016,0.907,0.04
V166,-52.202,-1.323,0.144
V167,-1.089,0.729,0.0
V168,-0.629,4.047,0.0
V169,-61.264,-1.372,0.019
V170,-1.376,1.853,0.0
V171,-0.781,4.049,0.0
V172,-2.172,0.318,0.026
V173,-1.772,0.859,0.039
V174,-66.296,-1.371,0.01
V175,-0.24,5.68,0.0
