Metodo,Acuracia
GaussianNB,0.7777777777777778
BernoulliNB,0.7584541062801933
KNeighborsClassifier(2),0.6280193236714976
KNeighborsClassifier(3),0.6376811594202898
KNeighborsClassifier(5),0.642512077294686
KNeighborsClassifier(8),0.6666666666666666
DecisionTreeClassifier(),0.8309178743961353
RandomForestClassifier(3_estimators),0.8115942028985508
RandomForestClassifier(5_estimators),0.8695652173913043
RandomForestClassifier,0.855072463768116
SVM,0.642512077294686
MLPClassifier,0.7053140096618358
rand1,0.5555555555555556
rand2,0.46859903381642515
rand3,0.5169082125603864
majoritario,0.5555555555555556
minoritario,0.4444444444444444
pessimo,0.0
otimo,1.0
