,acc_score,f1_score
GaussianNB,0.845679012345679,0.9128919860627178
KNeighborsClassifier(8),0.6481481481481481,0.7692307692307693
DecisionTreeClassifier(),0.7777777777777778,0.8723404255319148
RandomForestClassifier,0.8703703703703703,0.9297658862876255
SVM,0.6234567901234568,0.7426160337552743
MLPClassifier,0.8641975308641975,0.9261744966442953
