,Discriminacao,Dificuldade,Adivinhacao
V1,1.776,-2.399,0.0
V2,81.974,-1.343,0.125
V3,21.977,-2.091,0.0
V4,64.067,2.045,0.139
V5,35.705,-2.099,0.0
V6,1.017,0.793,0.0
V7,-1.139,-1.505,0.072
V8,68.848,1.366,0.125
V9,21.976,-2.091,0.0
V10,35.707,-2.099,0.0
V11,67.381,-0.678,0.278
V12,3.173,-0.892,0.0
V13,14.39,-1.263,0.0
V14,118.166,0.673,0.497
V15,2.295,-1.973,0.0
V16,1.325,-0.681,0.0
V17,49.855,2.301,0.053
V18,1.666,-0.551,0.0
V19,18.367,0.049,0.728
V20,72.639,1.722,0.048
V21,63.711,2.166,0.124
V22,59.891,2.059,0.083
V23,-1.398,-1.865,0.115
V24,2.242,-2.48,0.0
V25,1.318,-0.91,0.0
V26,1.8,-0.764,0.0
V27,3.051,-2.282,0.0
V28,117.877,0.975,0.232
V29,3.168,-0.811,0.0
V30,4.654,-1.596,0.0
V31,3.574,-2.095,0.0
V32,59.871,2.058,0.074
V33,74.65,0.662,0.111
V34,3.052,-2.281,0.0
V35,2.591,1.521,0.165
V36,62.88,1.388,0.023
V37,21.974,-2.091,0.0
V38,1.049,-1.597,0.0
V39,3.935,-1.133,0.107
V40,2.594,-2.232,0.0
V41,16.57,-1.36,0.0
V42,5.467,-0.543,0.158
V43,89.786,-0.666,0.166
V44,6.146,0.339,0.135
V45,69.862,0.008,0.325
V46,93.306,-0.682,0.112
V47,4.405,0.674,0.066
V48,3.575,-2.095,0.0
V49,4.843,-0.812,0.057
V50,49.96,2.359,0.053
V51,60.403,2.044,0.12
V52,2.016,-2.163,0.0
V53,65.445,-1.393,0.0
V54,50.591,2.273,0.062
V55,4.091,-1.288,0.0
V56,2.798,-1.944,0.039
V57,2.038,-2.271,0.0
V58,0.672,-0.01,0.0
V59,1.087,0.013,0.0
V60,50.774,2.352,0.035
V61,50.6,2.291,0.044
V62,3.213,-1.831,0.0
V63,3.8,1.305,0.191
V64,21.973,-2.091,0.0
V65,1.582,-2.071,0.0
V66,39.866,-1.353,0.126
V67,66.563,0.014,0.675
V68,53.228,2.259,0.08
V69,56.348,2.218,0.089
V70,3.209,-1.832,0.0
V71,4.09,-1.963,0.0
V72,3.538,-0.791,0.0
V73,40.099,-1.35,0.0
V74,0.988,-0.848,0.0
V75,4.78,-1.593,0.0
V76,3.819,-0.633,0.0
V77,4.78,-1.593,0.0
V78,74.791,0.664,0.422
V79,35.622,2.754,0.053
V80,66.978,-2.022,0.0
V81,3.546,-2.098,0.0
V82,5.471,-1.09,0.0
V83,3.709,-0.894,0.096
V84,53.632,2.247,0.08
V85,2.594,-2.232,0.0
V86,64.846,2.059,0.111
V87,3.052,-2.281,0.0
V88,48.987,2.232,0.071
V89,2.762,-1.978,0.0
V90,34.505,2.754,0.053
V91,81.851,-0.64,0.171
V92,49.964,2.37,0.035
V93,2.496,-1.54,0.0
V94,20.723,0.198,0.758
V95,2.543,-0.552,0.0
V96,78.844,0.657,0.278
V97,2.259,-2.475,0.0
V98,77.06,-1.342,0.126
V99,16.537,-1.336,0.0
V100,14.569,1.461,0.513
V101,99.265,1.333,0.244
V102,-1.552,-1.679,0.124
V103,21.971,-2.091,0.0
