,Discriminacao,Dificuldade,Adivinhacao
V104,124.583,0.458,0.31
V105,0.392,-0.328,0.0
V106,3.966,-1.183,0.0
V107,38.625,-1.417,0.0
V108,2.888,-1.423,0.0
V109,3.051,-2.282,0.0
V110,93.62,1.581,0.325
V111,1.566,-2.545,0.0
V112,54.35,2.217,0.071
V113,77.085,0.034,0.191
V114,161.864,-0.307,0.055
V115,3.405,-1.21,0.0
V116,2.259,-2.475,0.0
V117,58.011,2.186,0.115
V118,67.227,-0.685,0.167
V119,2.069,-1.318,0.0
V120,2.335,-2.063,0.0
V121,3.052,-2.281,0.0
V122,2.989,1.219,0.062
V123,5.378,-1.215,0.116
V124,1.833,-2.682,0.0
V125,3.906,-1.136,0.105
V126,-0.766,2.17,0.0
V127,-0.621,4.629,0.0
V128,-1.941,-2.426,0.016
V129,-32.601,-2.438,0.076
V130,-0.389,5.74,0.0
V131,-2.458,-1.111,0.014
V132,-0.288,7.491,0.0
V133,-1.452,-0.713,0.02
V134,-0.596,4.569,0.0
V135,-0.138,12.819,0.001
V136,-0.653,4.448,0.0
V137,-1.45,-2.044,0.016
V138,-1.524,0.36,0.001
V139,-3.634,-1.649,0.01
V140,-3.18,-0.947,0.013
V141,-0.55,4.326,0.0
V142,-0.418,1.002,0.0
V143,-0.76,3.174,0.0
V144,-2.646,-1.039,0.013
V145,-4.119,-1.661,0.014
V146,-2.152,-2.669,0.016
V147,-4.59,-1.533,0.01
V148,0.186,-7.207,0.003
V149,-0.445,2.791,0.0
V150,-1.466,-0.135,0.014
V151,-0.265,7.497,0.0
V152,-0.195,9.985,0.0
V153,-0.368,6.256,0.0
V154,-0.542,3.923,0.0
V155,-0.218,8.959,0.0
V156,-0.289,7.465,0.0
V157,-0.007,286.595,0.089
V158,-0.486,3.979,0.0
V159,-2.049,-1.137,0.149
V160,-0.533,4.984,0.0
V161,-2.26,0.125,0.024
V162,-2.007,-1.621,0.015
V163,0.168,-7.628,0.007
V164,-3.163,-0.861,0.013
V165,-1.206,0.26,0.0
V166,-2.856,-0.582,0.017
V167,-3.125,-1.413,0.154
V168,-0.485,4.603,0.0
V169,-4.588,-1.533,0.01
V170,-0.923,2.796,0.0
V171,-0.488,5.131,0.0
V172,-2.237,-0.599,0.018
V173,-1.205,0.143,0.0
V174,-3.785,-1.721,0.01
V175,0.08,-14.317,0.045
