,acc_score,f1_score
GaussianNB,0.5485714285714286,0.5433526011560694
KNeighborsClassifier(8),0.68,0.5483870967741935
DecisionTreeClassifier(),0.6057142857142858,0.3551401869158878
RandomForestClassifier,0.6914285714285714,0.4489795918367347
SVM,0.5771428571428572,0.5194805194805195
MLPClassifier,0.6457142857142857,0.5303030303030304
