,acc_score,f1_score
GaussianNB,0.6057142857142858,0.5548387096774193
KNeighborsClassifier(8),0.6857142857142857,0.43298969072164945
DecisionTreeClassifier(),0.64,0.4220183486238532
RandomForestClassifier,0.7142857142857143,0.41860465116279066
SVM,0.6514285714285715,0.5547445255474454
MLPClassifier,0.6457142857142857,0.45614035087719296
