,Discriminacao,Dificuldade,Adivinhacao
V1,2.544,-2.178,0.0
V2,3.111,-1.163,0.057
V3,23.4,-2.032,0.0
V4,4.034,1.126,0.136
V5,23.518,-2.066,0.0
V6,1.723,-0.035,0.0
V7,0.285,10.294,0.235
V8,19.542,2.099,0.081
V9,23.401,-2.032,0.0
V10,23.52,-2.066,0.0
V11,2.162,-1.07,0.0
V12,0.581,-0.712,0.0
V13,53.905,-0.743,0.0
V14,48.648,-0.041,0.34
V15,5.592,-1.783,0.001
V16,5.753,-1.056,0.169
V17,5.131,1.897,0.04
V18,61.362,-0.658,0.063
V19,4.461,-1.93,0.0
V20,37.651,1.418,0.029
V21,38.071,1.379,0.087
V22,4.107,1.718,0.07
V23,3.505,1.724,0.185
V24,2.672,-2.281,0.001
V25,0.728,-1.541,0.0
V26,0.801,-0.408,0.0
V27,4.464,-1.93,0.0
V28,38.23,1.381,0.107
V29,1.076,1.146,0.0
V30,5.593,-1.783,0.001
V31,3.061,-1.952,0.0
V32,15.435,2.011,0.063
V33,18.741,2.422,0.026
V34,4.466,-1.93,0.001
V35,1.531,-0.696,0.0
V36,27.814,2.398,0.018
V37,21.771,-2.068,0.0
V38,10.7,-0.869,0.247
V39,2.164,-0.796,0.121
V40,3.927,-1.848,0.013
V41,30.982,-1.347,0.167
V42,1.997,1.146,0.031
V43,3.063,1.6,0.076
V44,3.37,2.069,0.042
V45,3.106,0.694,0.117
V46,1.431,1.132,0.046
V47,27.526,2.403,0.026
V48,5.596,-1.782,0.002
V49,1.018,-1.363,0.0
V50,28.066,2.026,0.027
V51,3.672,0.036,0.244
V52,5.599,-1.782,0.003
V53,3.224,-1.602,0.0
V54,17.993,2.101,0.072
V55,5.504,-1.195,0.0
V56,26.275,-1.382,0.167
V57,55.675,-0.043,0.445
V58,1.584,0.0,0.0
V59,3.24,-0.696,0.0
V60,24.571,2.08,0.018
V61,24.363,2.082,0.036
V62,36.557,-1.42,0.0
V63,35.948,-0.01,0.139
V64,23.402,-2.032,0.0
V65,1.471,-2.291,0.0
V66,39.245,-1.28,0.165
V67,2.198,-2.066,0.0
V68,36.409,1.395,0.048
V69,36.911,1.378,0.068
V70,3.645,-1.7,0.0
V71,4.458,-1.93,0.001
V72,2.997,1.84,0.042
V73,30.382,-1.36,0.0
V74,0.511,-0.94,0.0
V75,3.492,-1.132,0.0
V76,2.479,1.471,0.026
V77,3.238,-1.323,0.0
V78,4.426,0.245,0.213
V79,1.687,3.473,0.038
V80,5.599,-1.784,0.0
V81,31.93,-2.006,0.0
V82,2.353,-0.235,0.0
V83,2.462,0.448,0.059
V84,2.98,1.57,0.062
V85,3.927,-1.848,0.013
V86,37.715,1.4,0.087
V87,4.466,-1.93,0.001
V88,24.623,2.083,0.045
V89,38.328,-1.417,0.0
V90,1.632,3.735,0.051
V91,2.29,0.52,0.058
V92,27.326,2.408,0.044
V93,2.095,-1.328,0.0
V94,1.353,-2.119,0.008
V95,0.846,1.313,0.0
V96,2.143,0.417,0.064
V97,23.402,-2.032,0.0
V98,35.768,-0.75,0.187
V99,36.632,-1.334,0.167
V100,3.692,-2.107,0.0
V101,73.611,0.987,0.137
V102,3.351,1.351,0.26
V103,23.403,-2.032,0.0
V104,5.061,-0.38,0.128
V105,0.449,-0.555,0.0
V106,1.481,-1.264,0.0
V107,27.863,-1.39,0.0
V108,31.561,-0.735,0.188
V109,4.464,-1.93,0.0
V110,1.352,-2.128,0.0
V111,3.691,-2.107,0.0
V112,16.241,2.105,0.063
V113,5.064,1.356,0.029
V114,2.253,1.713,0.03
V115,4.598,-1.142,0.0
V116,23.404,-2.032,0.0
V117,37.993,1.378,0.068
V118,0.925,-0.882,0.0
V119,1.478,-1.459,0.0
V120,40.155,-1.71,0.0
V121,4.466,-1.93,0.0
V122,26.182,2.42,0.026
V123,26.947,-1.325,0.167
V124,2.135,-2.199,0.0
V125,37.393,0.001,0.266
V126,-0.571,4.52,0.0
V127,-0.474,5.518,0.0
V128,-2.519,-1.98,0.019
V129,-9.548,-2.263,0.097
V130,-0.729,3.283,0.0
V131,-2.149,-1.048,0.111
V132,-0.609,3.497,0.0
V133,-0.558,2.475,0.0
V134,-0.802,3.645,0.0
V135,-0.669,2.997,0.0
V136,-1.063,3.159,0.0
V137,-1.605,-1.547,0.039
V138,-0.751,3.652,0.0
V139,-2.009,-1.054,0.019
V140,-2.543,-0.37,0.07
V141,-1.091,2.946,0.0
V142,-2.099,-0.532,0.041
V143,-0.58,4.662,0.0
V144,-0.708,0.209,0.0
V145,-3.3,-1.879,0.014
V146,-3.084,-2.164,0.016
V147,-2.851,-1.695,0.014
V148,-0.33,4.58,0.0
V149,-2.041,-0.122,0.046
V150,-0.612,3.481,0.0
V151,-0.919,2.538,0.0
V152,-0.797,3.066,0.0
V153,-0.907,3.183,0.0
V154,-0.486,4.75,0.0
V155,-0.797,3.067,0.0
V156,-0.882,2.968,0.0
V157,-0.017,146.713,0.077
V158,-0.681,1.103,0.0
V159,-3.651,-0.301,0.022
V160,-0.609,3.635,0.0
V161,-0.818,3.429,0.0
V162,-2.368,-1.421,0.032
V163,-0.502,3.531,0.0
V164,-2.638,0.081,0.044
V165,-0.512,4.543,0.0
V166,-0.607,3.792,0.0
V167,-2.495,-1.277,0.017
V168,-0.613,3.922,0.0
V169,-2.85,-1.696,0.014
V170,-0.767,3.292,0.0
V171,-1.111,2.638,0.0
V172,-0.608,3.948,0.0
V173,-0.592,4.205,0.0
V174,-2.8,-1.789,0.015
V175,-0.455,2.024,0.0
