,acc_score,f1_score
GaussianNB,0.8209876543209876,0.8975265017667844
KNeighborsClassifier(8),0.6172839506172839,0.7479674796747967
DecisionTreeClassifier(),0.8703703703703703,0.9297658862876255
RandomForestClassifier,0.8765432098765432,0.9342105263157894
SVM,0.6111111111111112,0.7319148936170212
MLPClassifier,0.8395061728395061,0.9115646258503401
