,Discriminacao,Dificuldade,Adivinhacao
V1,0.453,-3.069,0.0
V2,0.584,-3.528,0.0
V3,2.566,1.869,0.026
V4,0.446,-4.319,0.0
V5,0.929,-2.146,0.0
V6,0.983,-2.347,0.0
V7,0.559,-3.236,0.0
V8,0.814,-2.367,0.0
V9,0.629,-2.373,0.0
V10,1.118,-0.476,0.0
V11,0.856,-2.96,0.0
V12,3.435,2.868,0.009
V13,0.898,-1.777,0.0
V14,0.359,-6.925,0.0
V15,-55.733,-1.39,0.048
V16,-3.02,-0.823,0.061
V17,-6.416,0.217,0.053
V18,-3.283,3.055,0.0
V19,-30.484,2.751,0.0
V20,-2.754,-2.371,0.031
V21,-47.234,2.727,0.0
V22,-2.402,-2.297,0.032
V23,-3.488,2.857,0.0
V24,-0.892,1.757,0.0
V25,-5.359,-1.732,0.039
V26,-47.8,-2.05,0.018
V27,-30.485,2.751,0.0
V28,-2.829,0.356,0.152
V29,-33.937,2.751,0.0
V30,-2.848,-1.677,0.025
V31,-86.893,0.697,0.079
V32,-75.713,0.677,0.051
V33,-4.951,2.496,0.0
V34,-69.525,2.403,0.0
V35,-72.212,0.672,0.026
V36,-4.679,0.184,0.169
V37,-2.138,1.03,0.076
V38,-4.476,-1.862,0.03
V39,-2.801,-0.496,0.041
V40,-2.163,-2.407,0.097
V41,-2.195,-0.149,0.024
V42,-1.767,2.827,0.0
V43,-40.742,2.778,0.0
V44,-40.805,2.778,0.0
V45,-66.994,-1.367,0.038
V46,-36.604,2.721,0.0
V47,-70.551,-1.384,0.058
V48,-35.969,2.751,0.0
V49,-3.161,-1.75,0.072
V50,-84.252,-0.704,0.025
V51,-4.32,-1.198,0.052
V52,-4.332,-2.021,0.05
V53,-4.827,0.161,0.054
V54,-36.603,2.721,0.0
V55,-2.454,-1.883,0.075
V56,-3.076,-0.665,0.029
V57,-1.599,2.28,0.0
V58,-4.959,2.496,0.0
V59,-3.289,3.055,0.0
V60,-4.007,-1.57,0.024
V61,-4.454,-1.861,0.03
V62,-35.168,2.782,0.0
V63,-35.168,2.782,0.0
V64,-2.039,3.117,0.0
V65,-1.319,3.742,0.0
V66,-3.974,-1.567,0.024
V67,-2.428,-2.437,0.075
V68,-81.73,-1.343,0.029
V69,-33.305,3.47,0.0
V70,-2.454,0.024,0.042
V71,-40.825,2.777,0.0
V72,-1.932,-0.138,0.042
V73,-3.509,3.256,0.0
V74,-31.937,-2.027,0.0
V75,-2.953,0.52,0.0
V76,-1.972,1.199,0.057
V77,-1.548,2.461,0.0
V78,-1.823,0.898,0.097
V79,-4.125,0.411,0.055
V80,-69.528,2.403,0.0
V81,-33.161,2.751,0.0
V82,-1.276,3.611,0.0
V83,-5.115,-0.582,0.036
V84,-3.515,3.256,0.0
V85,-3.289,3.055,0.0
V86,-43.695,-2.035,0.046
V87,-119.22,-0.321,0.113
V88,-3.649,2.094,0.0
V89,-1.782,-1.505,0.043
V90,-41.261,2.751,0.0
V91,-70.674,-1.381,0.019
V92,-4.035,-1.998,0.03
V93,-3.605,1.02,0.0
V94,-4.908,1.15,0.06
V95,-5.208,-1.707,0.01
V96,-4.282,0.348,0.102
V97,-56.185,-1.369,0.048
V98,-1.962,2.212,0.0
V99,-47.43,0.029,0.052
V100,-3.509,3.257,0.0
V101,-78.951,-0.705,0.025
V102,-2.793,2.54,0.0
V103,-2.415,2.413,0.0
V104,-62.08,-0.653,0.05
V105,-2.009,-2.56,0.023
V106,-3.971,2.672,0.0
V107,-33.938,2.751,0.0
V108,-36.602,2.721,0.0
V109,-2.854,1.323,0.099
V110,-47.237,2.727,0.0
V111,-1.932,0.182,0.079
V112,-1.088,3.548,0.0
V113,-47.241,2.727,0.0
V114,-41.485,2.751,0.0
V115,-106.281,0.706,0.077
V116,-1.276,3.61,0.0
V117,-75.602,0.706,0.053
V118,-63.757,-0.696,0.063
V119,-72.328,-1.382,0.038
V120,-56.058,2.085,0.0
V121,-4.679,-1.608,0.029
V122,-106.542,-0.709,0.05
V123,-36.603,2.721,0.0
V124,-33.633,3.469,0.0
V125,-3.512,3.256,0.0
V126,-5.045,0.067,0.08
V127,-46.4,2.727,0.0
V128,-3.0,-0.401,0.035
V129,-72.119,1.371,0.129
V130,-40.975,-2.01,0.009
V131,-120.053,0.703,0.026
V132,-40.615,2.778,0.0
V133,-1.276,3.61,0.0
V134,-51.228,-2.036,0.009
V135,-5.642,0.918,0.111
V136,-30.487,2.751,0.0
V137,-5.024,-1.26,0.064
V138,-5.208,-1.707,0.01
V139,-34.074,3.47,0.0
V140,-54.611,-1.354,0.038
V141,-108.844,-0.708,0.05
V142,-3.463,-1.762,0.056
V143,-3.282,3.055,0.0
V144,-47.244,2.727,0.0
V145,-69.531,2.403,0.0
V146,-3.783,-1.858,0.065
V147,-64.392,0.698,0.077
V148,-4.197,1.42,0.227
V149,-5.473,-1.741,0.049
V150,-46.261,-1.354,0.067
V151,-2.612,2.21,0.0
V152,-83.74,-1.709,0.018
V153,-1.362,3.361,0.0
V154,-47.247,2.727,0.0
V155,-2.475,0.017,0.045
V156,-36.604,2.721,0.0
V157,-0.708,0.269,0.0
V158,-3.293,2.282,0.0
V159,-4.507,-0.751,0.038
V160,-4.561,-1.872,0.04
V161,-72.461,1.791,0.192
V162,-4.017,-2.56,0.028
