,acc_score,f1_score
GaussianNB,0.6057142857142858,0.5548387096774193
KNeighborsClassifier(8),0.68,0.4042553191489362
DecisionTreeClassifier(),0.6457142857142857,0.38
RandomForestClassifier,0.6857142857142857,0.3529411764705882
SVM,0.6685714285714286,0.5538461538461539
MLPClassifier,0.6571428571428571,0.4736842105263158
