,Discriminacao,Dificuldade,Adivinhacao
V171,23.296,0.361,0.65
V172,1.632,-2.677,0.073
V173,5.779,-1.463,0.054
V174,32.135,0.347,0.595
V175,3.331,-0.525,0.755
V176,1.643,-3.114,0.074
V177,1.94,-1.303,0.002
V178,21.558,0.36,0.44
V179,-1.469,-1.032,0.0
V180,4.465,-1.931,0.004
V181,2.207,-2.602,0.067
V182,2.672,-1.792,0.006
V183,4.575,-1.54,0.001
V184,1.833,-1.516,0.001
V185,17.47,0.564,0.457
V186,-0.892,-0.19,0.001
V187,15.48,-1.988,0.003
V188,13.774,0.633,0.438
V189,-2.182,-1.41,0.0
V190,13.905,0.582,0.369
V191,2.659,-1.57,0.006
V192,18.781,-1.44,0.001
V193,5.56,-0.561,0.723
V194,3.836,-1.317,0.001
V195,-0.174,-2.697,0.007
V196,4.531,-1.476,0.001
V197,4.512,-1.54,0.001
V198,3.106,0.904,0.402
V199,2.948,-1.921,0.004
V200,1.496,-0.531,0.004
V201,2.027,-1.223,0.002
V202,3.032,-1.674,0.002
V203,2.127,-1.786,0.012
V204,3.804,-1.711,0.002
V205,3.625,-1.646,0.002
V206,5.242,-1.665,0.005
V207,1.55,-1.601,0.003
