,Discriminacao,Dificuldade,Adivinhacao
V1,3.595,-1.86,0.005
V2,-2.541,-2.026,0.0
V3,-0.746,-1.26,0.0
V4,-1.69,-1.889,0.0
V5,1.661,-0.783,0.077
V6,-1.545,-2.051,0.0
V7,10.666,-0.829,0.333
V8,-0.486,-1.319,0.001
V9,4.123,-1.77,0.005
V10,12.265,1.232,0.386
V11,-1.347,-0.711,0.0
V12,-0.662,-0.598,0.0
V13,7.394,-0.885,0.665
V14,-1.936,-1.834,0.0
V15,14.412,-0.694,0.333
V16,-2.61,-1.716,0.012
V17,12.602,0.692,0.402
V18,-2.4,-1.514,0.0
V19,2.347,-0.225,0.757
V20,0.015,15.733,0.173
V21,2.239,-0.834,0.287
V22,3.807,-1.699,0.007
V23,11.841,1.159,0.301
V24,1.373,-0.686,0.016
V25,1.161,-1.595,0.005
V26,3.92,-1.064,0.738
V27,-0.502,1.541,0.05
V28,3.277,-1.827,0.007
V29,3.62,-1.872,0.005
V30,-1.825,-0.849,0.001
V31,5.262,-1.665,0.005
V32,-2.119,-1.563,0.011
V33,16.794,0.649,0.49
V34,-0.498,-2.262,0.001
V35,-0.083,1.503,0.16
V36,14.106,0.54,0.491
V37,1.047,-2.398,0.336
V38,3.131,-1.753,0.012
V39,-0.428,-2.437,0.0
V40,15.357,-0.686,0.382
V41,5.262,-1.665,0.005
V42,3.777,-1.699,0.007
V43,0.567,-1.01,0.008
V44,1.285,-2.17,0.379
V45,3.286,-1.586,0.067
V46,-2.236,-2.091,0.0
V47,1.948,-1.539,0.014
V48,1.381,-1.738,0.004
V49,-2.169,-1.304,0.0
V50,1.38,-1.526,0.007
V51,5.191,-1.838,0.004
V52,4.708,0.627,0.716
V53,-3.038,-1.798,0.0
V54,4.131,-1.77,0.005
V55,0.478,-2.217,0.013
V56,4.057,-0.879,0.458
V57,23.231,0.66,0.527
V58,17.224,-1.231,0.199
V59,1.376,-1.648,0.005
V60,5.19,-1.839,0.004
V61,2.004,-1.631,0.009
V62,9.668,-0.032,0.525
V63,3.945,-1.066,0.737
V64,-0.83,-0.019,0.018
V65,1.246,-2.985,0.141
V66,0.495,-4.502,0.144
V67,3.82,-1.696,0.007
V68,13.288,-0.849,0.381
V69,27.799,0.795,0.624
V70,1.165,-0.084,0.174
V71,-1.506,-1.527,0.116
V72,3.186,-2.028,0.006
V73,1.254,-1.635,0.005
V74,12.369,1.267,0.503
V75,-0.106,-5.71,0.223
V76,3.807,-1.699,0.007
V77,-2.554,-0.954,0.0
V78,1.489,-2.956,0.124
V79,0.951,-3.117,0.139
V80,3.614,-1.869,0.005
V81,4.78,-1.595,0.008
V82,0.087,-7.513,0.092
V83,-0.459,-0.885,0.001
V84,2.163,-1.933,0.012
V85,3.138,-1.737,0.012
V86,1.49,-2.952,0.125
V87,0.101,0.326,0.247
V88,3.807,-1.7,0.007
V89,1.856,-1.648,0.011
V90,0.79,-1.974,0.439
V91,0.589,-4.601,0.102
V92,0.182,-1.768,0.039
V93,11.422,-1.376,0.001
V94,1.979,-1.214,0.003
V95,3.445,-0.821,0.007
V96,13.967,1.293,0.568
V97,4.512,-1.54,0.001
V98,10.811,-1.45,0.001
V99,1.203,-3.093,0.113
V100,0.468,-1.739,0.014
V101,-0.643,-2.128,0.0
V102,-1.658,-1.81,0.352
V103,1.913,-2.588,0.18
V104,5.179,-1.836,0.004
V105,2.211,-1.566,0.002
V106,21.706,0.357,0.352
V107,-1.54,-1.187,0.0
V108,2.252,-2.743,0.101
V109,4.44,-1.931,0.004
V110,3.0,-2.119,0.006
V111,10.488,-1.455,0.001
V112,29.203,0.379,0.508
V113,28.495,0.359,0.474
V114,1.428,1.282,0.518
V115,5.277,-1.664,0.005
V116,4.367,-1.197,0.001
V117,20.987,0.356,0.37
V118,14.769,-2.115,0.004
V119,-0.363,-4.869,0.0
V120,-0.667,-3.187,0.0
V121,3.056,-1.471,0.001
V122,4.929,-1.306,0.001
V123,1.633,-2.676,0.075
V124,9.062,0.068,0.739
V125,6.777,-1.741,0.003
V126,22.027,0.366,0.44
V127,0.77,-2.249,0.011
V128,21.398,-1.689,0.001
V129,5.224,-1.669,0.001
V130,9.639,-1.945,0.003
V131,5.273,-1.666,0.005
V132,-1.486,-1.044,0.0
V133,3.685,-1.384,0.001
V134,5.181,-1.667,0.001
V135,10.847,-1.377,0.001
V136,-0.844,0.59,0.001
V137,-0.851,0.707,0.001
V138,2.459,-1.834,0.473
V139,3.24,-1.025,0.002
V140,3.829,-1.317,0.001
V141,-0.299,0.652,0.005
V142,1.79,-1.873,0.01
V143,0.77,-1.636,0.003
V144,11.296,-1.417,0.001
V145,1.601,2.838,0.386
V146,-0.712,-4.204,0.0
V147,0.638,-2.705,0.015
V148,-6.867,-2.204,0.231
V149,5.439,-1.162,0.722
V150,18.534,0.316,0.702
V151,-1.338,-0.881,0.0
V152,-1.534,-1.176,0.0
V153,35.035,0.355,0.544
V154,26.824,0.618,0.611
V155,21.391,-1.689,0.001
V156,-0.488,-1.367,0.001
V157,-0.508,-2.944,0.0
V158,4.072,-2.041,0.005
V159,1.917,-2.582,0.183
V160,-1.984,-1.668,0.0
V161,-0.749,-1.06,0.001
V162,-2.107,-1.26,0.0
V163,4.771,-1.598,0.008
V164,-0.609,-3.775,0.0
V165,7.943,0.493,0.328
V166,1.466,-1.147,0.002
V167,-0.486,3.01,0.019
V168,0.35,-1.69,0.235
V169,21.164,0.359,0.44
V170,20.041,-1.477,0.001
