,acc_score,f1_score
GaussianNB,0.7777777777777778,0.8174603174603176
KNeighborsClassifier(8),0.6570048309178744,0.6952789699570816
DecisionTreeClassifier(),0.7971014492753623,0.8157894736842104
RandomForestClassifier,0.8454106280193237,0.8620689655172413
SVM,0.642512077294686,0.7448275862068965
MLPClassifier,0.7053140096618358,0.7404255319148936
