,Discriminacao,Dificuldade,Adivinhacao
V1,14.548,0.516,0.253
V2,12.493,0.612,0.272
V3,1.429,-1.78,0.028
V4,-0.837,-0.519,0.014
V5,4.253,-1.747,0.129
V6,3.122,-1.511,0.017
V7,13.88,0.184,0.31
V8,8.651,-1.439,0.011
V9,-1.634,-1.362,0.0
V10,9.158,1.321,0.353
V11,3.401,-1.394,0.015
V12,1.207,-1.211,0.068
V13,3.428,-0.161,0.389
V14,-2.369,-0.751,0.0
V15,6.932,-1.567,0.008
V16,4.26,-1.745,0.13
V17,1.276,8.996,0.26
V18,11.717,-1.162,0.298
V19,3.154,-1.088,0.032
V20,8.651,-1.439,0.011
V21,6.937,-1.567,0.008
V22,3.879,-1.559,0.014
V23,-0.416,-19.027,0.1
V24,4.583,-1.328,0.012
V25,7.073,-1.361,0.357
V26,5.334,-1.212,0.011
V27,6.94,-1.567,0.008
V28,5.82,-1.936,0.062
V29,8.651,-1.439,0.011
V30,2.997,-0.555,0.144
V31,-1.129,-1.657,0.001
V32,4.576,-1.327,0.012
V33,-1.726,-1.501,0.0
V34,9.511,-0.733,0.223
V35,5.822,-1.936,0.062
V36,-1.287,-0.771,0.118
V37,1.233,-1.9,0.085
V38,4.092,-1.095,0.017
V39,3.84,-1.271,0.014
V40,16.173,0.699,0.243
V41,9.405,-1.429,0.011
V42,-1.715,-1.199,0.0
V43,3.878,-1.56,0.014
V44,9.613,-1.524,0.012
V45,7.078,0.654,0.49
V46,5.426,-1.208,0.011
V47,2.803,-1.958,0.046
V48,-1.599,-1.033,0.0
V49,10.358,-1.731,0.012
V50,3.476,-1.245,0.207
V51,-0.872,-1.187,0.003
V52,11.994,0.037,0.422
V53,2.74,-1.478,0.02
V54,6.947,-1.567,0.008
V55,18.526,0.301,0.306
V56,2.489,-0.774,0.278
V57,-2.897,-0.692,0.0
V58,0.126,68.931,0.165
V59,8.944,-1.541,0.012
V60,20.456,0.307,0.445
V61,-1.573,-1.793,0.0
V62,7.314,0.122,0.64
V63,-0.77,-3.339,0.001
V64,-1.78,-1.177,0.0
V65,5.828,-1.936,0.062
V66,9.655,-1.427,0.011
V67,10.358,-1.731,0.012
V68,-1.324,-1.926,0.0
V69,10.357,-1.731,0.012
V70,-1.046,-0.934,0.003
V71,-0.971,-0.293,0.005
V72,12.982,0.57,0.482
V73,7.092,-1.361,0.356
V74,6.346,0.571,0.229
V75,-1.535,-1.357,0.0
V76,-1.272,-2.196,0.0
V77,8.944,-1.541,0.012
V78,-0.594,-1.709,0.005
V79,7.726,-0.879,0.327
V80,9.595,-1.246,0.358
V81,8.624,-1.44,0.011
V82,3.88,-1.558,0.014
V83,8.651,-1.439,0.011
V84,3.837,-1.273,0.014
V85,4.284,-1.74,0.134
V86,14.867,-0.855,0.109
V87,7.11,-1.361,0.356
V88,1.912,-1.315,0.04
V89,2.919,-1.655,0.019
V90,5.853,-1.081,0.372
V91,2.812,-1.821,0.061
V92,2.738,-0.456,0.027
V93,4.462,-1.166,0.014
V94,8.943,-1.541,0.012
V95,12.921,0.646,0.25
V96,5.164,-0.993,0.02
V97,3.396,-1.398,0.015
V98,9.764,-1.237,0.353
V99,12.904,0.494,0.557
V100,1.6,-1.467,0.024
V101,8.651,-1.439,0.011
V102,-2.118,-1.07,0.0
V103,2.823,-1.808,0.062
V104,3.822,-1.712,0.015
V105,4.105,-1.09,0.018
V106,11.37,-1.297,0.009
V107,12.56,-1.14,0.313
V108,7.0,-1.097,0.011
V109,7.012,-1.097,0.011
V110,4.136,-1.435,0.013
V111,6.954,-1.566,0.008
V112,5.836,-1.935,0.062
V113,8.381,-1.28,0.006
V114,2.423,-1.705,0.073
V115,3.244,-1.156,0.026
V116,-1.778,-1.779,0.0
V117,7.511,-0.816,0.331
V118,3.089,-1.114,0.011
V119,-1.435,-1.046,0.0
V120,-0.659,-1.094,0.061
V121,9.612,-1.524,0.012
V122,2.803,-1.958,0.046
V123,5.842,-1.935,0.063
V124,1.141,-1.717,0.132
V125,2.744,-1.476,0.022
V126,-2.637,-0.926,0.0
V127,0.875,-0.667,0.234
V128,-2.184,-0.95,0.0
V129,-1.937,-1.141,0.0
V130,-2.431,-1.364,0.0
V131,2.145,-1.315,0.375
V132,-2.363,-1.299,0.0
V133,-2.643,-1.174,0.0
V134,-2.607,-1.112,0.0
V135,-2.209,-1.506,0.0
V136,3.412,-0.423,0.516
V137,3.107,-0.28,0.291
V138,11.826,-0.571,0.553
V139,0.754,-2.214,0.201
V140,-2.316,-1.232,0.0
V141,-0.887,-0.27,0.0
V142,1.444,0.475,0.41
V143,-1.498,0.095,0.0
V144,6.485,-0.306,0.286
V145,-1.142,-0.001,0.0
V146,7.525,-0.476,0.627
V147,4.754,1.582,0.617
V148,12.726,-0.411,0.568
V149,10.321,-0.375,0.637
V150,-2.321,-1.809,0.0
V151,13.388,-0.36,0.614
V152,-1.339,-0.662,0.0
V153,-2.99,-0.889,0.0
V154,2.043,0.693,0.523
V155,1.728,-0.081,0.424
V156,-3.108,-1.527,0.0
V157,-0.945,-0.073,0.0
V158,-1.485,-1.547,0.0
V159,-1.756,-1.251,0.0
V160,-2.318,-1.037,0.0
V161,9.688,-0.702,0.335
V162,-3.431,-1.231,0.0
V163,-1.906,-0.73,0.0
V164,-1.827,-1.885,0.0
V165,-2.14,-1.437,0.0
V166,-2.328,-1.232,0.0
V167,-2.646,-1.173,0.0
V168,-2.203,-1.988,0.0
V169,11.227,-0.401,0.609
V170,2.792,-1.311,0.41
V171,3.869,-0.391,0.446
V172,-1.004,-1.536,0.0
V173,-2.291,-0.819,0.0
V174,-1.889,-0.374,0.0
V175,5.223,-0.37,0.367
