,Discriminacao,Dificuldade,Adivinhacao
V1,9.853,-1.411,0.008
V2,-4.767,-1.32,0.0
V3,2.775,-0.836,0.16
V4,-2.466,-1.326,0.0
V5,3.05,-1.127,0.013
V6,-2.172,-1.413,0.0
V7,9.234,-1.358,0.008
V8,3.281,-1.061,0.015
V9,11.151,-1.316,0.006
V10,-3.281,-0.852,0.0
V11,-1.656,-0.549,0.0
V12,3.501,-1.12,0.01
V13,5.44,-0.359,0.701
V14,-2.324,-1.305,0.0
V15,2.748,-1.081,0.021
V16,-6.049,-1.256,0.0
V17,-3.213,-1.042,0.0
V18,-3.799,-1.256,0.0
V19,3.288,-0.241,0.764
V20,-2.317,-1.031,0.0
V21,2.794,-1.303,0.013
V22,10.971,-1.256,0.006
V23,-1.644,-1.148,0.0
V24,7.789,-0.578,0.285
V25,3.349,-1.34,0.009
V26,2.331,-1.298,0.423
V27,-2.368,-0.215,0.0
V28,4.304,-1.318,0.008
V29,8.958,-1.358,0.008
V30,-1.969,-0.735,0.0
V31,9.703,-1.309,0.007
V32,-2.768,-1.182,0.0
V33,-3.255,-0.458,0.0
V34,0.903,13.188,0.169
V35,2.956,-1.299,0.011
V36,-1.893,-0.714,0.0
V37,8.42,0.139,0.669
V38,2.837,-1.151,0.015
V39,11.098,-0.544,0.215
V40,2.512,-1.319,0.016
V41,9.703,-1.309,0.007
V42,5.224,-1.225,0.008
V43,4.449,-1.088,0.008
V44,2.566,-0.802,0.606
V45,10.379,-1.36,0.007
V46,-2.773,-1.307,0.0
V47,4.123,-1.394,0.008
V48,4.348,-1.317,0.007
V49,-2.753,-1.311,0.0
V50,9.852,-1.411,0.008
V51,10.234,-1.359,0.007
V52,1.857,-0.27,0.724
V53,-3.39,-1.35,0.0
V54,9.704,-1.309,0.007
V55,11.151,-1.316,0.006
V56,11.038,-0.499,0.451
V57,-2.555,-0.799,0.0
V58,3.303,-0.951,0.04
V59,8.959,-1.358,0.008
V60,9.851,-1.411,0.008
V61,9.851,-1.411,0.008
V62,13.258,-0.447,0.513
V63,5.611,-0.522,0.656
V64,-2.202,-0.499,0.0
V65,1.238,-2.527,0.119
V66,1.092,-2.26,0.21
V67,9.758,-1.31,0.007
V68,3.32,-1.356,0.011
V69,11.615,0.596,0.483
V70,2.68,-0.785,0.04
V71,-1.888,-0.59,0.0
V72,3.162,-1.433,0.01
V73,4.029,-1.401,0.008
V74,-2.416,-0.863,0.0
V75,-2.686,-0.928,0.0
V76,10.972,-1.256,0.006
V77,-3.023,-0.998,0.0
V78,1.29,-2.726,0.093
V79,2.961,-0.683,0.665
V80,10.379,-1.36,0.007
V81,10.972,-1.256,0.006
V82,9.759,-1.31,0.007
V83,3.167,-0.903,0.044
V84,4.85,-1.207,0.208
V85,10.378,-1.36,0.007
V86,1.29,-2.725,0.094
V87,-2.552,-0.835,0.0
V88,10.973,-1.256,0.006
V89,3.398,-0.916,0.07
V90,1.666,-0.333,0.687
V91,1.022,-2.337,0.181
V92,3.698,-0.967,0.013
V93,5.431,-1.223,0.008
V94,3.232,-1.065,0.013
V95,8.881,-0.665,0.063
V96,-2.617,-0.67,0.0
V97,3.22,-1.073,0.005
V98,10.749,-1.184,0.004
V99,1.304,-2.705,0.09
V100,16.357,0.384,0.436
V101,2.109,-0.781,0.026
V102,-2.486,-0.938,0.0
V103,1.495,-2.476,0.095
V104,10.002,-1.305,0.007
V105,2.462,-1.011,0.02
V106,-2.294,-1.11,0.0
V107,-2.498,-0.932,0.0
V108,1.479,-2.682,0.162
V109,9.111,-1.29,0.208
V110,2.463,-1.818,0.074
V111,4.506,-1.077,0.007
V112,-2.324,-0.911,0.0
V113,-2.893,-0.644,0.0
V114,-2.313,-0.802,0.0
V115,3.597,-1.265,0.01
V116,3.547,-0.898,0.022
V117,-2.313,-1.096,0.0
V118,7.439,-1.452,0.168
V119,-0.67,-3.442,0.0
V120,7.312,4.003,0.112
V121,3.474,-1.112,0.01
V122,10.554,-1.261,0.007
V123,2.087,-1.82,0.146
V124,5.092,0.323,0.507
V125,8.628,-1.299,0.009
V126,-2.801,-0.824,0.0
V127,4.754,-1.22,0.206
V128,8.629,-1.299,0.009
V129,5.597,-1.225,0.008
V130,9.145,-1.357,0.008
V131,3.925,-1.172,0.008
V132,-2.353,-0.785,0.0
V133,5.489,-0.702,0.139
V134,5.273,-1.233,0.008
V135,3.964,-1.013,0.009
V136,7.141,-0.337,0.701
V137,13.114,-0.403,0.585
V138,1.432,-2.296,0.136
V139,7.81,-1.047,0.006
V140,5.057,-1.084,0.008
V141,2.764,-0.978,0.051
V142,7.784,-0.962,0.294
V143,8.257,-1.057,0.006
V144,6.2,-1.143,0.007
V145,-2.239,-1.067,0.0
V146,-1.142,-2.336,0.0
V147,3.311,-0.922,0.32
V148,-2.205,-1.257,0.0
V149,4.78,-0.608,0.759
V150,12.467,0.354,0.522
V151,25.917,0.634,0.425
V152,-2.265,-1.32,0.0
V153,-2.559,-0.761,0.0
V154,-2.583,-0.752,0.0
V155,8.63,-1.299,0.009
V156,3.152,-0.993,0.019
V157,4.536,6.671,0.105
V158,3.39,-1.434,0.103
V159,1.994,-2.017,0.128
V160,-2.506,-1.154,0.0
V161,-2.357,-0.726,0.0
V162,-2.813,-1.161,0.0
V163,6.891,-1.165,0.007
V164,-0.886,-2.449,0.0
V165,-0.947,-2.333,0.0
V166,3.924,-1.172,0.008
V167,1.116,-2.451,0.153
V168,-2.312,-0.81,0.0
V169,-2.486,-0.938,0.0
V170,5.43,-1.223,0.008
V171,-2.284,-0.879,0.0
V172,2.737,-1.858,0.102
V173,3.412,-1.112,0.012
V174,-2.174,-0.877,0.0
V175,5.53,0.307,0.722
V176,1.453,-2.765,0.11
V177,3.155,-0.993,0.021
V178,-2.307,-1.003,0.0
V179,-2.348,-0.822,0.0
V180,8.064,-1.36,0.199
V181,2.744,-1.854,0.104
V182,3.515,-1.181,0.188
V183,3.885,-1.029,0.019
V184,5.87,-1.155,0.007
V185,-2.74,-1.071,0.0
V186,-2.33,-0.802,0.0
V187,8.76,-1.416,0.005
V188,-2.339,-0.784,0.0
V189,-2.552,-0.973,0.0
V190,-2.569,-1.048,0.0
V191,3.537,-1.27,0.009
V192,5.87,-1.155,0.007
V193,4.317,0.21,0.717
V194,3.972,-1.168,0.008
V195,3.096,-1.199,0.007
V196,5.43,-1.224,0.008
V197,4.568,-1.077,0.007
V198,-2.801,-0.824,0.0
V199,5.301,-1.233,0.007
V200,-1.221,-1.391,0.013
V201,3.95,-0.193,0.184
V202,3.099,-1.196,0.011
V203,6.541,-0.751,0.281
V204,3.567,-1.257,0.009
V205,3.567,-1.258,0.009
V206,11.004,-1.263,0.006
V207,1.897,-0.973,0.014
