,acc_score,f1_score
GaussianNB,0.8827160493827161,0.9342560553633218
KNeighborsClassifier(8),0.9074074074074074,0.9514563106796117
DecisionTreeClassifier(),0.845679012345679,0.9140893470790379
RandomForestClassifier,0.9135802469135802,0.9548387096774192
SVM,0.9135802469135802,0.9548387096774192
MLPClassifier,0.9135802469135802,0.9548387096774192
