,Discriminacao,Dificuldade,Adivinhacao
V1,2.12,1.279,0.0
V2,-147.354,0.666,0.125
V3,-3.568,0.978,0.0
V4,-3.574,0.978,0.0
V5,-4.4,0.613,0.0
V6,-2.086,1.477,0.0
V7,-3.697,1.176,0.0
V8,-33.868,1.36,0.0
V9,-190.286,-0.003,0.25
V10,-3.568,0.978,0.0
V11,-127.323,0.005,0.167
V12,-2.528,0.99,0.0
V13,-3.698,1.176,0.0
V14,-2.768,1.293,0.0
V15,-2.347,1.391,0.0
V16,-4.845,0.368,0.0
V17,-3.697,1.176,0.0
V18,-3.834,0.788,0.0
V19,-80.011,0.015,0.167
V20,-168.118,-0.003,0.25
V21,-2.262,0.546,0.0
V22,-2.977,0.893,0.0
V23,-2.768,1.292,0.0
V24,-49.819,1.79,0.0
V25,-2.528,0.99,0.0
V26,1.902,0.686,0.0
V27,-2.769,1.292,0.0
V28,-108.38,0.678,0.0
V29,-33.944,1.36,0.0
V30,2.122,1.279,0.0
V31,-2.221,0.951,0.0
V32,-2.221,0.951,0.0
V33,-3.868,0.533,0.0
V34,-1.988,0.93,0.0
V35,-4.4,0.613,0.0
V36,-108.365,0.678,0.0
V37,-2.766,0.799,0.0
V38,1.8,1.027,0.0
V39,-2.766,1.292,0.0
V40,-59.214,1.035,0.0
V41,-3.697,1.176,0.0
V42,-34.016,1.36,0.0
V43,-49.232,1.793,0.0
V44,-2.388,1.188,0.0
V45,-31.142,1.36,0.0
V46,-3.051,1.504,0.0
V47,2.344,1.391,0.0
V48,-3.834,0.788,0.0
V49,-49.073,1.794,0.0
V50,-31.137,1.36,0.0
V51,-3.698,1.176,0.0
V52,-31.133,1.36,0.0
V53,-34.116,1.36,0.0
V54,-2.977,0.893,0.0
V55,-6.064,0.365,0.125
V56,-2.977,0.893,0.0
V57,-2.814,0.407,0.0
V58,-34.147,1.36,0.0
V59,-2.79,1.09,0.0
V60,-25.818,0.721,0.0
V61,-25.8,0.721,0.0
V62,-2.441,0.765,0.0
V63,-3.568,0.978,0.0
V64,-149.92,0.666,0.125
V65,-3.868,0.533,0.0
V66,2.136,0.764,0.0
V67,-2.768,1.292,0.0
V68,-2.766,1.292,0.0
V69,-48.269,1.8,0.0
V70,-27.856,0.639,0.0
V71,-47.968,1.803,0.0
V72,-149.869,0.666,0.125
V73,-25.726,0.721,0.0
V74,-3.833,0.788,0.0
V75,-2.528,0.99,0.0
V76,-34.353,1.36,0.0
V77,-3.698,1.176,0.0
V78,-5.458,0.45,0.0
V79,-25.69,0.721,0.0
V80,-4.401,0.613,0.0
V81,86.737,2.399,0.053
V82,-142.419,0.003,0.25
V83,-2.231,1.082,0.0
V84,2.12,1.279,0.0
V85,-3.698,1.176,0.0
V86,2.361,0.687,0.0
V87,-2.769,1.292,0.0
V88,-2.347,1.391,0.0
V89,-2.526,0.99,0.0
V90,-3.698,1.176,0.0
V91,-108.35,0.678,0.0
V92,-34.411,1.36,0.0
V93,-2.793,1.089,0.0
V94,-3.051,1.504,0.0
V95,-27.74,0.638,0.0
V96,-47.312,1.812,0.0
V97,1.895,1.559,0.0
V98,-31.129,1.36,0.0
V99,-2.347,1.391,0.0
V100,-3.698,1.176,0.0
V101,-2.766,0.799,0.0
V102,-149.819,0.666,0.125
V103,-31.125,1.36,0.0
V104,-2.766,0.799,0.0
V105,-2.233,1.081,0.0
V106,-2.387,1.188,0.0
V107,-5.458,0.45,0.0
V108,1.778,1.442,0.0
V109,-1.72,1.191,0.0
V110,-2.387,1.189,0.0
V111,-3.697,1.176,0.0
V112,-3.568,0.978,0.0
V113,-3.051,1.504,0.0
V114,-108.336,0.678,0.0
V115,-2.793,1.089,0.0
V116,-3.698,1.176,0.0
V117,-25.616,0.721,0.0
V118,-2.158,0.975,0.0
V119,-59.3,1.042,0.0
V120,-3.698,1.176,0.0
V121,-2.185,0.746,0.0
V122,-25.58,0.721,0.0
V123,-3.132,0.619,0.0
V124,-3.834,0.788,0.0
V125,-3.697,1.176,0.0
V126,-2.766,1.292,0.0
V127,-3.698,1.176,0.0
V128,-3.698,1.176,0.0
V129,-2.233,1.081,0.0
V130,-2.793,1.089,0.0
V131,-3.568,0.978,0.0
V132,-3.698,1.176,0.0
V133,-56.882,0.013,0.417
V134,1.928,1.363,0.0
V135,-2.79,1.09,0.0
V136,-3.698,1.176,0.0
V137,-59.293,1.043,0.0
V138,-2.766,0.799,0.0
V139,-3.568,0.978,0.0
V140,-3.868,0.533,0.0
V141,-34.617,1.36,0.0
V142,-4.401,0.613,0.0
V143,2.12,1.279,0.0
V144,-127.282,0.005,0.167
V145,-2.347,1.391,0.0
V146,-31.121,1.36,0.0
V147,-2.683,0.703,0.0
V148,-25.525,0.721,0.0
V149,-3.688,0.449,0.0
V150,-59.276,1.044,0.0
V151,-3.697,1.176,0.0
V152,-3.568,0.978,0.0
V153,-2.346,1.392,0.0
V154,-4.845,0.368,0.0
V155,-3.698,1.176,0.0
V156,2.157,0.975,0.0
V157,-3.698,1.176,0.0
V158,-34.707,1.36,0.0
V159,-26.47,0.678,0.0
V160,-31.117,1.36,0.0
V161,-3.964,0.047,0.134
V162,-3.568,0.978,0.0
