,acc_score,f1_score
GaussianNB,0.7681159420289855,0.8110236220472441
KNeighborsClassifier(8),0.6666666666666666,0.7063829787234043
DecisionTreeClassifier(),0.8019323671497585,0.8255319148936171
RandomForestClassifier,0.8840579710144928,0.8965517241379309
SVM,0.6328502415458938,0.7397260273972602
MLPClassifier,0.7729468599033816,0.7873303167420815
