Metodo,Acuracia
GaussianNB,0.7681159420289855
BernoulliNB,0.748792270531401
KNeighborsClassifier(2),0.5942028985507246
KNeighborsClassifier(3),0.6521739130434783
KNeighborsClassifier(5),0.6666666666666666
KNeighborsClassifier(8),0.6666666666666666
DecisionTreeClassifier(),0.8019323671497585
RandomForestClassifier(3_estimators),0.8309178743961353
RandomForestClassifier(5_estimators),0.8454106280193237
RandomForestClassifier,0.8840579710144928
SVM,0.6328502415458938
MLPClassifier,0.7729468599033816
rand1,0.5555555555555556
rand2,0.46859903381642515
rand3,0.5169082125603864
majoritario,0.5555555555555556
minoritario,0.4444444444444444
pessimo,0.0
otimo,1.0
