,Discriminacao,Dificuldade,Adivinhacao
V143,9.981,-1.183,0.008
V144,5.506,-1.174,0.011
V145,-2.139,-0.953,0.001
V146,-0.833,-10.201,0.092
V147,2.066,-1.792,0.052
V148,-2.253,-1.163,0.001
V149,2.737,-0.846,0.554
V150,11.085,0.42,0.455
V151,11.931,0.887,0.403
V152,-2.106,-1.261,0.001
V153,-2.361,-0.733,0.001
V154,-2.327,-0.879,0.001
V155,7.239,-1.252,0.204
V156,2.776,-0.973,0.02
V157,10.864,0.861,0.355
V158,2.131,-1.833,0.04
V159,1.162,-2.999,0.076
V160,-2.553,-1.156,0.001
V161,-2.197,-0.681,0.001
V162,-2.331,-1.244,0.001
V163,5.701,-1.174,0.01
V164,-0.854,-2.39,0.001
V165,9.544,0.706,0.313
V166,3.203,-1.174,0.013
V167,0.884,-3.364,0.097
V168,-2.168,-1.012,0.001
V169,-2.327,-0.879,0.001
V170,8.005,-1.324,0.009
V171,-2.326,-0.881,0.001
V172,1.0,-3.017,0.108
V173,4.656,-1.269,0.011
V174,-2.164,-1.015,0.001
V175,5.808,0.616,0.72
V176,1.109,-3.408,0.062
V177,5.884,-0.618,0.424
V178,-2.138,-0.953,0.001
V179,-1.988,-0.896,0.001
V180,2.419,-1.828,0.05
V181,1.527,-2.571,0.069
V182,2.431,-1.477,0.123
V183,5.7,-1.174,0.011
V184,8.764,-1.256,0.009
V185,-2.327,-0.88,0.001
V186,10.802,0.882,0.492
V187,3.207,-1.547,0.082
V188,-2.158,-0.755,0.001
V189,-2.436,-1.085,0.001
V190,-2.43,-1.091,0.001
V191,7.071,-0.957,0.344
V192,5.7,-1.174,0.011
V193,2.584,-0.164,0.689
V194,4.66,-1.269,0.011
V195,2.36,-1.025,0.015
V196,4.66,-1.269,0.011
V197,5.7,-1.174,0.011
V198,-2.609,-0.87,0.001
V199,3.243,-1.54,0.087
V200,1.851,-0.857,0.018
V201,5.406,0.002,0.2
V202,2.933,-1.286,0.014
V203,7.116,-0.675,0.446
V204,3.3,-1.322,0.012
V205,2.933,-1.286,0.014
V206,8.957,-1.258,0.01
V207,1.88,-1.056,0.015
