,Discriminacao,Dificuldade,Adivinhacao
V1,3.673,-1.485,0.012
V2,-2.42,-1.725,0.001
V3,2.218,-1.333,0.056
V4,-1.909,-1.612,0.001
V5,2.69,-1.22,0.015
V6,-1.38,-1.997,0.001
V7,3.987,-1.264,0.122
V8,4.713,-0.834,0.205
V9,4.613,-1.27,0.011
V10,-3.27,-0.895,0.001
V11,-1.701,-0.683,0.001
V12,3.036,-1.106,0.014
V13,3.092,-0.527,0.652
V14,-2.167,-1.356,0.001
V15,3.021,-0.914,0.168
V16,-2.447,-1.619,0.001
V17,-2.875,-1.044,0.001
V18,-3.958,-1.381,0.001
V19,-1.695,-0.263,0.001
V20,-1.565,-1.293,0.001
V21,2.329,-1.434,0.043
V22,5.806,-1.013,0.011
V23,-1.186,-1.456,0.001
V24,2.796,-0.961,0.021
V25,2.463,-1.318,0.016
V26,2.867,-0.794,0.598
V27,-1.982,-0.168,0.001
V28,4.033,-1.375,0.011
V29,7.48,-1.397,0.011
V30,-2.043,-0.701,0.001
V31,8.95,-1.258,0.01
V32,-2.848,-1.572,0.001
V33,-3.358,-0.472,0.001
V34,-0.936,-4.084,0.178
V35,2.681,-1.395,0.014
V36,-1.73,-0.756,0.001
V37,-2.318,-0.076,0.001
V38,2.68,-1.229,0.015
V39,5.188,-0.615,0.129
V40,2.184,-1.552,0.031
V41,8.951,-1.258,0.01
V42,4.671,-1.269,0.011
V43,5.699,-1.174,0.01
V44,1.495,-1.5,0.345
V45,7.482,-1.397,0.011
V46,-2.377,-1.882,0.001
V47,2.944,-1.507,0.038
V48,3.281,-1.309,0.012
V49,-2.766,-1.379,0.001
V50,3.673,-1.485,0.012
V51,7.482,-1.397,0.011
V52,12.77,0.562,0.627
V53,-3.637,-1.489,0.001
V54,8.056,-1.324,0.01
V55,8.058,-1.324,0.01
V56,4.737,-0.506,0.378
V57,-2.367,-0.732,0.001
V58,3.048,-1.104,0.014
V59,7.48,-1.397,0.011
V60,7.48,-1.397,0.011
V61,3.674,-1.485,0.012
V62,1.961,-1.399,0.09
V63,3.911,-0.615,0.637
V64,-2.013,-0.772,0.001
V65,0.979,-3.106,0.095
V66,-2.228,-0.017,0.001
V67,8.94,-1.258,0.009
V68,2.935,-1.506,0.041
V69,10.407,0.387,0.543
V70,2.514,-1.164,0.017
V71,-1.743,-0.74,0.001
V72,2.476,-1.587,0.028
V73,3.674,-1.485,0.012
V74,-2.434,-1.087,0.001
V75,-2.049,-0.99,0.001
V76,8.948,-1.258,0.01
V77,-2.671,-0.923,0.001
V78,1.014,-3.316,0.075
V79,1.105,-2.51,0.173
V80,8.055,-1.324,0.01
V81,10.314,-1.187,0.008
V82,8.054,-1.324,0.01
V83,2.738,-0.893,0.035
V84,2.736,-1.467,0.1
V85,7.482,-1.397,0.011
V86,1.014,-3.317,0.075
V87,-2.36,-0.736,0.001
V88,8.948,-1.258,0.009
V89,4.153,-0.774,0.106
V90,0.701,-3.137,0.195
V91,-2.368,-0.021,0.001
V92,3.903,-1.064,0.012
V93,4.66,-1.269,0.011
V94,3.056,-1.103,0.014
V95,5.315,-0.721,0.027
V96,-2.711,-0.596,0.001
V97,4.53,-1.116,0.011
V98,7.387,-1.074,0.009
V99,0.976,-3.11,0.099
V100,1.655,-0.961,0.021
V101,2.111,-0.903,0.02
V102,-2.427,-1.093,0.001
V103,1.163,-2.998,0.075
V104,6.865,-1.265,0.176
V105,2.933,-1.286,0.014
V106,-2.146,-1.031,0.001
V107,-2.377,-1.016,0.001
V108,1.111,-3.399,0.06
V109,3.086,-1.234,0.224
V110,2.171,-1.955,0.033
V111,3.632,-1.068,0.013
V112,-2.116,-0.903,0.001
V113,-2.636,-0.722,0.001
V114,-2.157,-0.759,0.001
V115,2.946,-1.279,0.014
V116,3.873,-1.064,0.012
V117,-2.148,-1.029,0.001
V118,2.483,-2.097,0.069
V119,0.325,69.797,0.116
V120,9.986,0.719,0.342
V121,2.908,-1.03,0.017
V122,5.737,-1.174,0.011
V123,1.267,-2.381,0.125
V124,15.226,0.506,0.634
V125,7.225,-1.252,0.204
V126,-2.611,-0.797,0.001
V127,3.862,-0.942,0.368
V128,8.006,-1.324,0.01
V129,4.957,-1.267,0.011
V130,4.521,-1.499,0.058
V131,3.581,-1.222,0.012
V132,-2.006,-0.82,0.001
V133,3.466,-1.01,0.014
V134,8.005,-1.324,0.01
V135,4.368,-1.119,0.012
V136,10.2,-0.366,0.565
V137,11.025,-0.325,0.569
V138,1.08,-2.893,0.097
V139,7.511,-1.074,0.009
V140,4.523,-1.117,0.011
V141,2.682,-1.229,0.015
V142,7.765,-0.945,0.331
