,Discriminacao,Dificuldade,Adivinhacao
V1,0.693,-3.576,0.0
V2,0.611,-3.403,0.0
V3,2.915,3.301,0.009
V4,1.027,-1.947,0.0
V5,0.375,-5.985,0.001
V6,0.229,-5.835,0.0
V7,0.053,-47.759,0.077
V8,0.439,-4.086,0.0
V9,-0.456,7.272,0.024
V10,0.051,-36.601,0.006
V11,-0.102,28.7,0.188
V12,-0.061,33.274,0.072
V13,-0.566,4.944,0.331
V14,0.313,-4.158,0.0
V15,-1.518,2.891,0.0
V16,-2.22,-1.694,0.0
V17,-55.902,-1.349,0.057
V18,-17.204,2.751,0.0
V19,-96.611,0.993,0.133
V20,-116.078,-0.716,0.062
V21,-23.093,2.75,0.0
V22,-53.871,-1.348,0.029
V23,-17.051,2.816,0.0
V24,-70.664,-1.361,0.029
V25,-55.819,-1.343,0.114
V26,-91.346,0.65,0.133
V27,-66.393,-1.351,0.076
V28,-18.31,2.691,0.0
V29,-1.657,2.631,0.0
V30,-18.313,2.691,0.0
V31,-34.439,-1.397,0.038
V32,-76.505,-1.361,0.029
V33,-1.851,2.374,0.0
V34,-6.0,-1.106,0.079
V35,-17.205,2.751,0.0
V36,-1.851,2.374,0.0
V37,-17.697,2.813,0.0
V38,-84.715,0.014,0.083
V39,-16.963,2.815,0.0
V40,-105.838,-0.705,0.047
V41,-15.755,2.75,0.0
V42,-1.657,2.631,0.0
V43,-27.533,3.126,0.0
V44,-1.657,2.631,0.0
V45,-4.371,0.494,0.142
V46,-2.997,2.559,0.0
V47,-1.851,2.374,0.0
V48,-2.364,1.906,0.0
V49,-1.518,2.891,0.0
V50,-35.168,0.687,0.334
V51,-75.626,-0.005,0.055
V52,-2.997,2.559,0.0
V53,-74.369,-1.339,0.038
V54,-68.15,-1.381,0.076
V55,-93.766,-1.349,0.029
V56,-108.214,0.999,0.133
V57,-7.549,0.42,0.134
V58,-68.218,-1.345,0.067
V59,-15.65,2.82,0.0
V60,-28.982,2.713,0.0
V61,-28.983,2.713,0.0
V62,-67.531,0.661,0.134
V63,-2.997,2.558,0.0
V64,-28.72,0.072,0.364
V65,-97.932,0.034,0.138
V66,-157.009,-0.01,0.391
V67,-58.878,-1.362,0.048
V68,-1.657,2.631,0.0
V69,-72.991,-1.361,0.038
V70,-4.568,-0.417,0.0
V71,-99.94,0.705,0.267
V72,-1.851,2.374,0.0
V73,-4.089,1.839,0.0
V74,-104.599,1.042,0.066
V75,-1.513,3.091,0.0
V76,-1.657,2.631,0.0
V77,-58.36,-1.361,0.048
V78,-78.9,-0.01,0.028
V79,-1.343,1.988,0.0
V80,-72.302,-0.637,0.0
V81,-1.518,2.891,0.0
V82,-5.34,0.284,0.104
V83,-1.851,2.374,0.0
V84,-25.071,2.75,0.0
V85,-1.851,2.374,0.0
V86,-8.137,-1.069,0.032
V87,-72.306,-1.365,0.019
V88,-26.84,3.135,0.0
V89,-107.359,-1.372,0.038
V90,-32.074,-1.399,0.038
V91,-9.836,-0.306,0.028
V92,-69.273,-1.361,0.048
V93,-77.284,-1.34,0.038
V94,-2.951,-0.376,0.113
V95,-25.923,2.049,0.0
V96,-1.552,2.692,0.0
V97,-2.997,2.559,0.0
V98,-97.47,0.458,0.197
V99,-18.75,-0.523,0.094
V100,-113.12,-0.65,0.408
V101,-15.755,2.751,0.0
V102,-1.851,2.374,0.0
V103,-1.555,2.69,0.0
V104,-15.754,2.751,0.0
V105,-71.593,-1.365,0.019
V106,-1.722,2.434,0.0
V107,-2.364,1.906,0.0
V108,-6.239,-0.34,0.114
V109,-26.778,3.125,0.0
V110,-1.518,2.891,0.0
V111,-27.766,-1.361,0.181
V112,-63.176,-1.408,0.038
V113,-73.471,-1.361,0.029
V114,-4.473,-0.238,0.076
V115,-4.568,-1.135,0.044
V116,-2.133,2.118,0.0
V117,-2.364,1.906,0.0
V118,-15.651,2.82,0.0
V119,-85.008,-1.36,0.01
V120,-8.165,-0.37,0.028
V121,-58.2,0.667,0.2
V122,-25.924,2.049,0.0
V123,-17.207,2.75,0.0
V124,-1.632,1.776,0.0
V125,-1.37,1.496,0.0
V126,-31.501,-0.605,0.204
V127,-77.17,-0.649,0.016
V128,-1.614,2.215,0.0
V129,-2.419,-0.492,0.212
V130,-1.966,2.175,0.0
V131,-57.113,-1.373,0.019
V132,-20.581,2.804,0.0
V133,-40.151,-1.305,0.161
V134,-15.652,2.82,0.0
V135,-1.657,2.631,0.0
V136,-71.709,-1.365,0.01
V137,-88.303,-1.333,0.029
V138,-86.441,-1.352,0.01
V139,-72.022,-1.327,0.057
V140,-28.983,2.713,0.0
V141,-2.997,2.559,0.0
V142,-1.119,0.63,0.0
V143,-3.066,0.532,0.126
V144,-65.19,0.005,0.083
V145,-95.686,1.046,0.267
V146,-17.695,2.813,0.0
V147,-6.446,-0.341,0.068
V148,-58.349,-1.319,0.029
V149,-1.851,2.374,0.0
V150,-1.966,2.175,0.0
V151,-54.059,0.033,0.253
V152,-54.826,-1.368,0.057
V153,-89.881,1.107,0.267
V154,-5.383,0.944,0.099
V155,-1.722,2.433,0.0
V156,-80.481,0.007,0.028
V157,-6.21,-0.538,0.016
V158,-69.229,-1.365,0.019
V159,-81.747,-1.392,0.019
V160,-5.282,-0.196,0.361
V161,-5.678,-0.321,0.168
V162,-74.231,-0.008,0.055
