,acc_score,f1_score
GaussianNB,0.8209876543209876,0.8953068592057762
KNeighborsClassifier(8),0.6419753086419753,0.7698412698412698
DecisionTreeClassifier(),0.8703703703703703,0.9273356401384083
RandomForestClassifier,0.8765432098765432,0.9315068493150684
SVM,0.6666666666666666,0.7804878048780487
MLPClassifier,0.7777777777777778,0.8656716417910447
