Metodo,Acuracia
GaussianNB,0.8136054421768708
BernoulliNB,0.7949829931972789
KNeighborsClassifier(2),0.5985969387755101
KNeighborsClassifier(3),0.6668367346938776
KNeighborsClassifier(5),0.7062925170068028
KNeighborsClassifier(8),0.6833333333333333
DecisionTreeClassifier(),0.8406037414965987
RandomForestClassifier(3_estimators),0.7888605442176871
RandomForestClassifier(5_estimators),0.8322278911564626
RandomForestClassifier,0.8860969387755102
SVM,0.654124149659864
MLPClassifier,0.7928571428571428
rand1,0.48792270531400966
rand2,0.5652173913043478
rand3,0.5169082125603864
majoritario,0.5555555555555556
minoritario,0.4444444444444444
pessimo,0.0
otimo,1.0
