,acc_score,f1_score
GaussianNB,0.7632850241545893,0.8093385214007782
KNeighborsClassifier(8),0.6714975845410628,0.7166666666666667
DecisionTreeClassifier(),0.7536231884057971,0.7866108786610879
RandomForestClassifier,0.8502415458937198,0.8669527896995708
SVM,0.6280193236714976,0.7407407407407407
MLPClassifier,0.7632850241545893,0.776255707762557
