Metodo,Acuracia
GaussianNB,0.6976329631794271
BernoulliNB,0.5355639976621858
KNeighborsClassifier(2),0.7592928112215078
KNeighborsClassifier(3),0.7491525423728812
KNeighborsClassifier(5),0.7439509059029807
KNeighborsClassifier(8),0.73708357685564
DecisionTreeClassifier(),0.7491233196960841
RandomForestClassifier(3_estimators),0.7663354763296317
RandomForestClassifier(5_estimators),0.7902980713033314
RandomForestClassifier,0.816072472238457
SVM,0.730187025131502
MLPClassifier,0.7405610753945061
rand1,0.4857142857142857
rand2,0.44571428571428573
rand3,0.56
majoritario,0.2857142857142857
minoritario,0.7142857142857143
pessimo,0.0
otimo,1.0
