,Discriminacao,Dificuldade,Adivinhacao
V1,1.262,-1.27,0.0
V2,1.0,-1.51,0.0
V3,1.675,3.177,0.071
V4,0.532,-2.692,0.0
V5,1.753,-1.574,0.003
V6,1.141,-2.124,0.0
V7,0.656,-2.327,0.0
V8,2.085,4.313,0.009
V9,0.614,-3.421,0.0
V10,0.519,-3.504,0.0
V11,0.847,-3.672,0.0
V12,0.527,-3.752,0.0
V13,0.337,-3.104,0.0
V14,0.051,-48.02,0.039
V15,-2.388,1.386,0.133
V16,-4.676,-0.748,0.022
V17,-13.287,3.47,0.0
V18,-18.072,3.413,0.332
V19,-25.248,2.689,0.598
V20,-0.996,4.648,0.0
V21,-38.145,2.409,0.125
V22,-17.246,-1.468,0.039
V23,-3.9,0.431,0.028
V24,-11.633,0.807,0.136
V25,-3.43,3.22,0.0
V26,-32.051,2.413,0.125
V27,-17.22,-1.46,0.019
V28,-4.038,-1.237,0.034
V29,-16.851,2.791,0.0
V30,-27.665,-1.7,0.046
V31,-3.433,3.218,0.0
V32,-13.286,3.47,0.0
V33,-17.253,-1.464,0.029
V34,-18.765,-1.276,0.029
V35,-17.246,2.157,0.25
V36,-19.56,3.414,0.333
V37,-13.286,3.47,0.0
V38,-4.876,-0.897,0.299
V39,-21.717,-0.681,0.031
V40,-2.42,-1.741,0.047
V41,-5.065,-1.709,0.0
V42,-17.276,-1.473,0.049
V43,-24.149,-0.708,0.01
V44,-13.597,3.47,0.0
V45,-19.3,-0.772,0.031
V46,-2.079,0.579,0.103
V47,-5.205,-0.896,0.064
V48,-22.92,2.721,0.0
V49,-38.144,2.409,0.125
V50,-4.427,1.01,0.13
V51,-2.561,-1.768,0.033
V52,-27.643,-1.699,0.028
V53,-2.838,-1.485,0.067
V54,-13.597,3.47,0.0
V55,-25.485,3.114,0.0
V56,-5.369,1.148,0.23
V57,-27.06,3.831,0.0
V58,-3.625,-1.985,0.01
V59,-15.58,-2.052,0.028
V60,-46.449,0.413,0.097
V61,-3.078,-1.901,0.02
V62,-4.091,-1.492,0.01
V63,-25.485,3.114,0.0
V64,-13.285,3.47,0.0
V65,-13.287,2.103,0.374
V66,-23.412,-0.616,0.124
V67,-2.692,1.261,0.0
V68,-27.061,3.831,0.0
V69,-3.585,-1.081,0.034
V70,-17.265,-1.405,0.029
V71,-3.286,0.804,0.051
V72,-25.804,2.69,0.598
V73,-4.309,0.806,0.093
V74,-4.991,-1.321,0.034
V75,-5.29,-1.742,0.039
V76,-3.427,3.224,0.0
V77,-13.597,3.47,0.0
V78,-35.453,0.557,0.069
V79,-15.445,-2.168,0.037
V80,-16.566,-1.954,0.028
V81,-13.596,3.47,0.0
V82,-27.063,3.831,0.0
V83,-4.346,-1.614,0.029
V84,-2.425,1.502,0.137
V85,-33.547,2.403,0.375
V86,-27.064,3.831,0.0
V87,-15.938,-2.007,0.018
V88,-27.065,3.831,0.0
V89,-3.308,-1.647,0.02
V90,-13.596,3.47,0.0
V91,-3.43,3.221,0.0
V92,-4.102,0.598,0.0
V93,-15.282,2.091,0.125
V94,-25.484,3.114,0.0
V95,-13.61,2.137,0.125
V96,-1.154,4.068,0.0
V97,-15.275,-2.098,0.018
V98,-20.137,3.415,0.333
V99,-12.386,4.166,0.0
V100,-3.164,-1.928,0.041
V101,-3.608,-1.097,0.046
V102,-27.066,3.831,0.0
V103,-16.85,2.791,0.0
V104,-23.115,-0.68,0.021
V105,-19.563,-0.713,0.0
V106,-13.596,3.47,0.0
V107,-25.483,3.114,0.0
V108,-4.116,-1.513,0.039
V109,-3.426,3.225,0.0
V110,-5.755,0.563,0.102
V111,-2.178,0.997,0.043
V112,-13.595,3.47,0.0
V113,-26.288,3.111,0.199
V114,-3.629,-1.318,0.011
V115,-13.595,3.47,0.0
V116,-5.181,-1.732,0.029
V117,-13.285,3.47,0.0
V118,-95.301,1.708,0.157
V119,-4.939,-0.993,0.277
V120,-8.308,0.468,0.107
V121,-2.611,-2.218,0.011
V122,-27.067,3.831,0.0
V123,-38.144,2.409,0.125
V124,-26.269,3.111,0.199
V125,-4.935,-0.68,0.075
V126,-25.482,3.114,0.0
V127,-2.449,1.69,0.0
V128,-38.184,-0.363,0.041
V129,-31.323,2.413,0.125
V130,-18.548,2.741,0.399
V131,-2.834,0.814,0.049
V132,-4.524,-1.119,0.044
V133,-3.701,-1.182,0.065
V134,-17.188,-1.365,0.049
V135,-13.284,3.47,0.0
V136,-2.086,-1.537,0.067
V137,-40.622,2.408,0.25
V138,-3.249,-1.555,0.04
V139,-19.94,0.682,0.138
V140,-3.619,0.884,0.039
V141,-18.997,-1.405,0.049
V142,-15.581,-2.115,0.321
V143,-5.469,-1.221,0.054
V144,-20.732,-0.714,0.021
V145,-38.305,-0.362,0.041
V146,-16.848,2.791,0.0
V147,-31.301,2.413,0.125
V148,-38.547,2.408,0.25
V149,-3.865,0.572,0.031
V150,-25.482,3.114,0.0
V151,-25.348,-0.616,0.031
V152,-2.329,-2.01,0.012
V153,-4.403,0.479,0.055
V154,-2.32,-1.777,0.012
V155,-5.856,-1.057,0.021
V156,-2.68,-1.391,0.18
V157,-17.221,-1.46,0.019
V158,-20.661,3.416,0.335
V159,-16.465,-1.953,0.028
V160,-32.432,2.399,0.375
V161,-21.133,3.417,0.336
V162,-22.869,1.338,0.113
