,Discriminacao,Dificuldade,Adivinhacao
V1,3.467,-2.115,0.0
V2,3.398,-1.055,0.072
V3,45.386,-2.04,0.0
V4,4.461,0.93,0.077
V5,45.627,-2.058,0.0
V6,4.293,1.129,0.03
V7,0.312,3.15,0.0
V8,2.852,2.254,0.036
V9,45.385,-2.04,0.0
V10,45.627,-2.058,0.0
V11,1.062,-1.268,0.0
V12,1.108,-0.104,0.0
V13,2.566,-1.065,0.0
V14,132.027,-0.623,0.556
V15,5.375,-1.776,0.0
V16,2.877,-0.721,0.073
V17,4.206,1.912,0.022
V18,83.865,-0.002,0.026
V19,4.244,-1.927,0.0
V20,77.533,1.372,0.011
V21,73.106,1.372,0.105
V22,3.487,1.795,0.078
V23,2.059,1.621,0.273
V24,2.489,-2.301,0.0
V25,0.533,-1.824,0.0
V26,1.613,-0.02,0.0
V27,4.248,-1.927,0.0
V28,146.244,1.019,0.106
V29,29.865,2.416,0.167
V30,5.379,-1.776,0.0
V31,4.249,-1.927,0.0
V32,36.795,2.04,0.046
V33,2.637,2.143,0.024
V34,4.247,-1.927,0.0
V35,4.561,0.442,0.058
V36,62.267,2.406,0.018
V37,44.553,-2.058,0.0
V38,3.84,-0.985,0.119
V39,0.92,-1.677,0.0
V40,3.677,-1.849,0.001
V41,44.562,-1.369,0.166
V42,1.69,2.349,0.055
V43,1.877,1.819,0.055
V44,2.541,2.031,0.012
V45,2.479,0.887,0.071
V46,1.091,0.706,0.0
V47,62.428,2.391,0.018
V48,5.374,-1.776,0.0
V49,0.929,-1.286,0.0
V50,71.927,2.03,0.018
V51,1.949,0.933,0.137
V52,5.371,-1.776,0.0
V53,60.677,-1.38,0.0
V54,35.611,2.064,0.046
V55,4.073,-1.121,0.0
V56,40.287,-1.37,0.166
V57,106.34,-0.021,0.608
V58,3.024,0.515,0.024
V59,4.348,0.188,0.0
V60,4.213,2.11,0.011
V61,57.268,2.057,0.028
V62,74.1,-1.388,0.0
V63,2.195,-0.113,0.081
V64,45.385,-2.04,0.0
V65,0.656,-3.473,0.0
V66,76.909,-1.326,0.167
V67,4.249,-1.927,0.0
V68,4.824,1.753,0.074
V69,4.921,1.734,0.054
V70,2.149,-1.915,0.0
V71,0.798,-3.547,0.0
V72,1.655,2.079,0.026
V73,61.858,-1.34,0.0
V74,0.457,-0.291,0.0
V75,4.895,-1.371,0.0
V76,1.785,1.356,0.014
V77,2.579,-1.491,0.0
V78,1.695,-1.495,0.0
V79,1.714,3.338,0.034
V80,5.405,-1.775,0.0
V81,62.599,-2.027,0.0
V82,1.72,-0.406,0.0
V83,1.733,0.599,0.061
V84,4.912,1.733,0.054
V85,3.677,-1.849,0.001
V86,77.934,1.364,0.032
V87,4.247,-1.927,0.0
V88,57.27,2.057,0.028
V89,1.629,-2.069,0.0
V90,1.588,3.148,0.024
V91,1.57,0.892,0.04
V92,63.953,2.378,0.026
V93,1.865,-1.617,0.0
V94,1.309,-2.929,0.0
V95,1.041,1.278,0.0
V96,4.628,0.488,0.054
V97,1.487,-2.711,0.0
V98,81.391,-0.714,0.134
V99,78.364,-1.326,0.167
V100,3.466,-2.115,0.0
V101,80.627,0.001,0.107
V102,0.627,-1.003,0.0
V103,45.384,-2.04,0.0
V104,89.874,0.013,0.082
V105,1.178,1.046,0.133
V106,1.411,-1.045,0.0
V107,50.352,-1.374,0.0
V108,1.46,-1.621,0.0
V109,4.248,-1.927,0.0
V110,1.209,-1.752,0.0
V111,1.307,-2.931,0.0
V112,3.269,2.039,0.035
V113,3.014,1.625,0.018
V114,1.524,2.125,0.041
V115,3.711,-1.048,0.0
V116,45.384,-2.04,0.0
V117,78.905,1.37,0.063
V118,5.277,1.763,0.021
V119,53.318,-0.709,0.2
V120,49.558,-2.021,0.0
V121,4.247,-1.927,0.0
V122,63.949,2.378,0.026
V123,6.372,-1.142,0.165
V124,3.467,-2.115,0.0
V125,1.442,-0.897,0.0
V126,-0.826,3.424,0.0
V127,-0.612,4.828,0.0
V128,-3.677,-2.139,0.02
V129,-35.967,-2.106,0.097
V130,-1.278,2.4,0.0
V131,-1.442,-1.379,0.271
V132,-0.729,3.206,0.0
V133,-0.902,2.015,0.0
V134,-1.787,1.949,0.0
V135,-0.677,3.04,0.0
V136,-1.092,3.27,0.0
V137,-3.485,-1.777,0.01
V138,-0.868,3.309,0.0
V139,-1.963,-1.265,0.046
V140,-2.096,-0.756,0.185
V141,-1.099,3.106,0.0
V142,-1.527,-0.909,0.044
V143,-0.656,4.385,0.0
V144,-1.211,-0.925,0.141
V145,-3.709,-1.861,0.01
V146,-1.37,-2.238,0.024
V147,-3.484,-1.777,0.01
V148,-0.257,5.137,0.0
V149,-2.492,-0.424,0.086
V150,-0.894,2.587,0.0
V151,-1.71,1.916,0.0
V152,-0.893,2.888,0.0
V153,-0.914,3.199,0.0
V154,-0.683,3.919,0.0
V155,-1.019,2.552,0.0
V156,-0.734,3.573,0.0
V157,-0.145,16.724,0.014
V158,-1.084,1.248,0.0
V159,-3.776,0.174,0.041
V160,-0.934,3.029,0.0
V161,-0.787,3.538,0.0
V162,-2.644,-1.56,0.039
V163,-0.374,2.931,0.0
V164,-2.638,0.236,0.102
V165,-0.787,3.541,0.0
V166,-0.716,4.302,0.0
V167,-2.066,-1.384,0.032
V168,-0.773,3.189,0.0
V169,-3.484,-1.777,0.01
V170,-0.752,3.38,0.0
V171,-1.474,2.221,0.0
V172,-0.616,3.38,0.0
V173,-1.075,2.468,0.0
V174,-2.947,-1.767,0.012
V175,-0.619,-0.752,0.0
