,acc_score,f1_score
GaussianNB,0.7777777777777778,0.8174603174603176
KNeighborsClassifier(8),0.6666666666666666,0.7012987012987012
DecisionTreeClassifier(),0.8309178743961353,0.8523206751054851
RandomForestClassifier,0.855072463768116,0.8672566371681416
SVM,0.642512077294686,0.7448275862068965
MLPClassifier,0.7053140096618358,0.7404255319148936
