Metodo,Acuracia
GaussianNB,0.8773444160272804
BernoulliNB,0.46344842284739995
KNeighborsClassifier(2),0.8350596760443306
KNeighborsClassifier(3),0.8394501278772377
KNeighborsClassifier(5),0.8365728900255753
KNeighborsClassifier(8),0.813235294117647
DecisionTreeClassifier(),0.911082693947144
RandomForestClassifier(3_estimators),0.9153452685421994
RandomForestClassifier(5_estimators),0.9314151747655582
RandomForestClassifier,0.9561167945439044
SVM,0.7911977834612106
MLPClassifier,0.7736999147485082
rand1,0.5370370370370371
rand2,0.5308641975308642
rand3,0.4382716049382716
majoritario,0.9135802469135802
minoritario,0.08641975308641975
pessimo,0.0
otimo,1.0
