,Discriminacao,Dificuldade,Adivinhacao
V1,0.931,1.885,0.0
V2,3.067,2.515,0.009
V3,2.458,1.778,0.014
V4,0.663,1.288,0.0
V5,0.233,-4.617,0.0
V6,2.301,2.194,0.084
V7,71.18,2.751,0.018
V8,1.115,1.08,0.0
V9,2.873,2.249,0.009
V10,75.756,2.751,0.009
V11,0.655,1.462,0.0
V12,2.197,1.774,0.01
V13,1.385,1.333,0.0
V14,-0.145,12.623,0.112
V15,-93.145,1.676,0.0
V16,-59.307,2.037,0.0
V17,-2.156,1.933,0.0
V18,-19.182,1.965,0.2
V19,-143.85,-1.363,0.158
V20,-1.78,0.89,0.0
V21,-55.716,1.682,0.125
V22,-1.188,0.518,0.0
V23,-86.746,2.385,0.0
V24,-59.289,2.037,0.0
V25,-286.389,-1.599,0.089
V26,-270.921,-1.666,0.063
V27,-2.522,1.665,0.0
V28,-1.698,1.967,0.0
V29,-19.503,2.085,0.0
V30,-59.355,2.037,0.0
V31,-65.576,2.06,0.0
V32,-65.583,2.06,0.0
V33,-59.355,2.037,0.0
V34,-93.419,1.674,0.0
V35,-51.361,1.354,0.124
V36,-65.606,2.06,0.0
V37,-2.38,1.549,0.0
V38,-1.328,2.259,0.0
V39,-215.057,-0.006,0.46
V40,-1.924,2.206,0.0
V41,-138.865,0.001,0.367
V42,-256.334,0.005,0.232
V43,-2.003,1.819,0.0
V44,-2.003,1.819,0.0
V45,-2.523,1.665,0.0
V46,-59.447,2.037,0.0
V47,-2.221,1.743,0.0
V48,-19.209,1.965,0.2
V49,-18.553,2.012,0.0
V50,-2.225,1.742,0.0
V51,-2.307,2.318,0.0
V52,-2.603,1.25,0.0
V53,-2.9,2.238,0.0
V54,-242.935,0.008,0.232
V55,-1.178,2.441,0.0
V56,-87.676,-0.673,0.165
V57,-93.521,1.674,0.0
V58,-18.553,2.012,0.0
V59,-22.915,1.979,0.2
V60,-340.842,-0.8,0.12
V61,-1.521,2.247,0.0
V62,-2.447,1.857,0.0
V63,-3.043,2.503,0.0
V64,-1.987,2.403,0.0
V65,-3.042,2.504,0.0
V66,-59.493,2.037,0.0
V67,-1.555,1.671,0.0
V68,-65.652,2.06,0.0
V69,-1.314,3.074,0.0
V70,-296.056,-0.046,0.144
V71,-263.326,0.156,0.449
V72,-276.056,-0.954,0.081
V73,-3.042,2.503,0.0
V74,-286.198,-1.639,0.063
V75,-171.283,-0.01,0.0
V76,-196.214,0.003,0.448
V77,-59.553,2.037,0.0
V78,-18.553,2.012,0.0
V79,-18.553,2.012,0.0
V80,-43.434,0.661,0.0
V81,-16.401,1.951,0.2
V82,-1.493,2.452,0.0
V83,-3.147,1.975,0.0
V84,-3.042,2.503,0.0
V85,-22.948,1.979,0.2
V86,-0.623,2.509,0.0
V87,-51.413,1.354,0.124
V88,-3.319,1.373,0.0
V89,-241.047,0.001,0.46
V90,-65.709,2.06,0.0
V91,-2.307,1.326,0.0
V92,-1.785,1.775,0.0
V93,-2.989,1.581,0.0
V94,-63.178,1.355,0.125
V95,-192.785,-1.36,0.066
V96,-59.564,2.037,0.0
V97,-65.734,2.06,0.0
V98,-2.732,1.467,0.0
V99,-19.502,2.085,0.0
V100,-3.042,2.503,0.0
V101,-2.313,1.438,0.0
V102,-32.514,0.711,0.0
V103,-3.148,1.976,0.0
V104,-2.372,1.551,0.0
V105,-2.38,1.549,0.0
V106,-65.762,2.06,0.0
V107,-256.408,0.008,0.094
V108,-151.37,0.688,0.1
V109,-65.776,2.06,0.0
V110,-55.707,1.682,0.125
V111,-1.787,1.774,0.0
V112,-65.791,2.06,0.0
V113,-55.698,1.682,0.125
V114,-235.162,0.165,0.128
V115,-65.806,2.06,0.0
V116,-1.493,2.452,0.0
V117,-59.703,2.037,0.0
V118,-65.838,2.06,0.0
V119,-234.106,-0.685,0.416
V120,-94.128,1.67,0.0
V121,-2.003,1.819,0.0
V122,-3.061,1.163,0.0
V123,-153.888,0.255,0.128
V124,-59.164,2.751,0.0
V125,-3.042,2.503,0.0
V126,-2.321,1.435,0.0
V127,-164.908,0.687,0.1
V128,-255.533,0.005,0.368
V129,-65.907,2.06,0.0
V130,-3.859,1.49,0.0
V131,-59.765,2.038,0.0
V132,-182.284,-1.355,0.21
V133,-1.493,2.453,0.0
V134,-266.325,-1.597,0.063
V135,-19.501,2.085,0.0
V136,-65.943,2.06,0.0
V137,-58.154,-0.639,0.417
V138,-278.986,-1.54,0.045
V139,-59.39,2.751,0.0
V140,-3.847,1.707,0.0
V141,-19.5,2.085,0.0
V142,-88.255,2.377,0.0
V143,-19.235,1.965,0.2
V144,-94.428,1.669,0.0
V145,-4.296,0.796,0.0
V146,-2.524,1.665,0.0
V147,-59.857,2.038,0.0
V148,-2.9,2.238,0.0
V149,-0.386,1.184,0.0
V150,-2.633,1.356,0.0
V151,-1.945,1.698,0.0
V152,-2.908,1.78,0.0
V153,-1.635,2.168,0.0
V154,-55.69,1.682,0.125
V155,-4.161,-0.157,0.183
V156,-59.898,2.038,0.0
V157,-18.553,2.012,0.0
V158,-66.081,2.06,0.0
V159,-2.149,1.935,0.0
V160,-2.623,1.359,0.0
V161,-66.102,2.06,0.0
V162,-2.085,1.513,0.0
