Metodo,Acuracia
GaussianNB,0.8114954577218727
BernoulliNB,0.8190076869322152
KNeighborsClassifier(2),0.6119846261355695
KNeighborsClassifier(3),0.6606219426974145
KNeighborsClassifier(5),0.6735849056603772
KNeighborsClassifier(8),0.6605520614954576
DecisionTreeClassifier(),0.8303284416491964
RandomForestClassifier(3_estimators),0.8505939902166318
RandomForestClassifier(5_estimators),0.8598881900768693
RandomForestClassifier,0.8711041229909154
SVM,0.5858839972047518
MLPClassifier,0.7515024458420684
rand1,0.4444444444444444
rand2,0.5507246376811594
rand3,0.45410628019323673
majoritario,0.5555555555555556
minoritario,0.4444444444444444
pessimo,0.0
otimo,1.0
