Metodo,Acuracia
GaussianNB,0.7971014492753623
BernoulliNB,0.821256038647343
KNeighborsClassifier(2),0.6328502415458938
KNeighborsClassifier(3),0.6666666666666666
KNeighborsClassifier(5),0.6570048309178744
KNeighborsClassifier(8),0.6280193236714976
DecisionTreeClassifier(),0.8599033816425121
RandomForestClassifier(3_estimators),0.8502415458937198
RandomForestClassifier(5_estimators),0.8647342995169082
RandomForestClassifier,0.8840579710144928
SVM,0.6908212560386473
MLPClassifier,0.6038647342995169
rand1,0.4444444444444444
rand2,0.5507246376811594
rand3,0.45410628019323673
majoritario,0.5555555555555556
minoritario,0.4444444444444444
pessimo,0.0
otimo,1.0
