,acc_score,f1_score
GaussianNB,0.782608695652174,0.8192771084337349
KNeighborsClassifier(8),0.6859903381642513,0.7058823529411764
DecisionTreeClassifier(),0.7971014492753623,0.8205128205128206
RandomForestClassifier,0.8647342995169082,0.8761061946902654
SVM,0.6618357487922706,0.7535211267605634
MLPClassifier,0.714975845410628,0.7489361702127659
