,Discriminacao,Dificuldade,Adivinhacao
V100,-2.443,-0.368,0.192
V101,15.466,1.344,0.37
V102,-1.832,-0.859,0.0
V103,9.688,-1.933,0.019
V104,16.872,0.917,0.535
V105,1.209,1.867,0.42
V106,4.994,-1.022,0.002
V107,9.57,-1.361,0.0
V108,11.586,-1.299,0.266
V109,6.606,-1.802,0.028
V110,-1.805,-0.461,0.111
V111,3.573,-1.96,0.042
V112,-1.279,-1.806,0.0
V113,4.165,0.991,0.366
V114,23.168,-0.652,0.11
V115,5.907,-1.183,0.001
V116,6.801,-1.788,0.033
V117,-1.256,-1.294,0.0
V118,13.827,-0.72,0.166
V119,3.399,-1.271,0.001
V120,11.793,-1.553,0.0
V121,6.584,-1.803,0.031
V122,15.86,1.432,0.11
V123,4.425,-1.28,0.136
V124,2.496,-2.132,0.032
V125,7.024,-0.878,0.311
V126,-0.512,2.477,0.001
V127,4.951,-0.329,0.638
V128,-2.47,-2.017,0.0
V129,-0.69,-2.546,0.0
V130,5.832,-0.282,0.644
V131,-2.514,-1.081,0.0
V132,4.057,-0.304,0.621
V133,-0.579,-0.664,0.0
V134,3.695,-0.191,0.714
V135,14.479,-0.412,0.514
V136,1.155,-2.012,0.199
V137,-1.639,-1.739,0.0
V138,-0.653,1.262,0.0
V139,-3.011,-1.416,0.0
V140,-3.141,-0.95,0.0
V141,3.607,-0.228,0.68
V142,0.337,-2.89,0.072
V143,0.614,-2.37,0.1
V144,-2.789,-0.968,0.0
V145,-2.846,-1.342,0.0
V146,-0.895,-3.134,0.0
V147,-3.328,-1.519,0.0
V148,10.388,-0.113,0.413
V149,-0.432,1.47,0.0
V150,-0.632,0.693,0.0
V151,5.643,-0.217,0.684
V152,5.779,-0.348,0.605
V153,4.371,-0.256,0.619
V154,0.688,-2.635,0.07
V155,8.243,-0.224,0.621
V156,4.021,-0.313,0.617
V157,1.626,-1.814,0.15
V158,0.612,-2.257,0.101
V159,-0.724,-0.207,0.0
V160,1.249,-1.822,0.178
V161,-1.315,-0.004,0.0
V162,-1.737,-1.519,0.0
V163,1.822,-0.345,0.328
V164,-2.063,-0.972,0.0
V165,-0.236,3.163,0.038
V166,-2.663,-0.806,0.0
V167,-0.711,-0.101,0.0
V168,0.819,-2.193,0.119
V169,-3.322,-1.522,0.0
V170,-0.5,2.261,0.0
V171,1.125,-2.002,0.196
V172,-1.977,-0.784,0.0
V173,-0.324,1.283,0.003
V174,-2.542,-1.49,0.0
V175,2.262,-0.365,0.339
