,Discriminacao,Dificuldade,Adivinhacao
V1,6.501,-1.811,0.019
V2,15.321,-1.183,0.244
V3,9.688,-1.933,0.019
V4,-1.135,-1.47,0.035
V5,7.359,-2.063,0.0
V6,10.237,2.037,0.212
V7,-1.884,-0.758,0.0
V8,27.188,1.291,0.211
V9,9.688,-1.933,0.019
V10,7.363,-2.063,0.0
V11,9.145,-0.722,0.277
V12,2.574,-0.744,0.001
V13,12.48,-1.213,0.0
V14,1.309,-1.981,0.039
V15,4.574,-1.668,0.035
V16,19.779,1.403,0.336
V17,-1.13,-2.085,0.0
V18,9.037,1.326,0.39
V19,6.488,-1.81,0.022
V20,-0.455,-3.517,0.007
V21,-1.226,-1.38,0.0
V22,-1.083,-1.679,0.0
V23,-1.737,-0.908,0.0
V24,3.571,-1.96,0.043
V25,1.565,-0.648,0.001
V26,1.553,-0.634,0.001
V27,6.605,-1.802,0.028
V28,14.798,1.501,0.361
V29,15.01,-0.653,0.11
V30,3.171,-1.809,0.018
V31,11.333,-1.585,0.007
V32,-0.836,-2.459,0.012
V33,13.145,0.665,0.268
V34,6.581,-1.803,0.031
V35,1.773,1.914,0.363
V36,15.544,1.555,0.104
V37,9.688,-1.933,0.019
V38,0.903,1.125,0.427
V39,11.763,-0.774,0.222
V40,5.647,-1.703,0.049
V41,9.561,-1.362,0.0
V42,20.934,-0.669,0.111
V43,1.886,-0.793,0.002
V44,0.798,0.194,0.003
V45,1.394,-0.562,0.134
V46,15.971,-0.746,0.055
V47,4.06,1.453,0.203
V48,4.536,-1.712,0.008
V49,17.707,-0.718,0.112
V50,-1.086,-2.343,0.0
V51,-1.223,-1.585,0.0
V52,4.518,-1.715,0.008
V53,10.769,-1.393,0.001
V54,-1.271,-1.812,0.0
V55,2.663,-1.186,0.001
V56,3.248,-1.636,0.04
V57,3.148,-1.935,0.02
V58,0.655,1.025,0.079
V59,0.737,0.002,0.0
V60,-1.071,-2.442,0.0
V61,-1.203,-2.248,0.0
V62,10.403,-1.537,0.006
V63,2.507,1.316,0.331
V64,9.688,-1.933,0.019
V65,2.949,-1.489,0.023
V66,12.566,-1.22,0.251
V67,11.333,-1.585,0.007
V68,-1.154,-1.771,0.0
V69,-1.108,-1.885,0.0
V70,2.747,-1.574,0.021
V71,7.41,-1.364,0.32
V72,22.65,-0.665,0.054
V73,10.805,-1.273,0.0
V74,1.386,-0.615,0.002
V75,4.406,-1.445,0.003
V76,13.78,-0.721,0.053
V77,12.82,-1.387,0.001
V78,1.417,-1.675,0.055
V79,-1.081,-2.345,0.0
V80,4.15,-1.646,0.0
V81,5.116,-1.744,0.022
V82,7.134,-0.999,0.001
V83,17.357,-0.716,0.167
V84,-1.203,-1.933,0.0
V85,5.65,-1.702,0.049
V86,-1.06,-1.768,0.0
V87,6.583,-1.803,0.031
V88,-1.299,-1.775,0.0
V89,2.737,-1.57,0.01
V90,-1.301,-2.052,0.0
V91,6.087,0.025,0.368
V92,-1.234,-2.205,0.0
V93,3.192,-1.361,0.004
V94,0.185,-9.28,0.093
V95,3.482,-0.488,0.124
V96,0.821,0.324,0.149
V97,6.798,-1.788,0.033
V98,12.29,-1.268,0.252
V99,2.385,-1.136,0.001
