,Discriminacao,Dificuldade,Adivinhacao
V1,0.301,-6.008,0.004
V2,0.338,-8.297,0.008
V3,3.942,1.233,0.035
V4,0.463,-4.323,0.001
V5,1.062,-2.177,0.0
V6,1.254,-2.185,0.0
V7,0.634,-3.54,0.0
V8,1.082,-1.921,0.0
V9,0.946,-2.115,0.0
V10,0.964,-1.376,0.0
V11,1.271,-2.257,0.0
V12,3.747,2.181,0.009
V13,0.889,-2.911,0.0
V14,0.343,-7.383,0.007
V15,-4.303,-1.2,0.0
V16,-45.16,-0.705,0.015
V17,-6.475,-0.309,0.066
V18,-1.726,2.654,0.0
V19,-19.624,2.049,0.0
V20,-3.535,-1.995,0.03
V21,-31.005,2.014,0.0
V22,-37.673,-1.332,0.047
V23,-3.799,2.17,0.0
V24,-1.426,0.878,0.0
V25,-4.091,-1.015,0.046
V26,-37.617,-1.375,0.019
V27,-19.624,2.049,0.0
V28,-5.075,-0.424,0.148
V29,-21.545,2.049,0.0
V30,-34.968,-1.375,0.009
V31,-79.946,0.314,0.071
V32,-43.83,0.029,0.044
V33,-5.506,1.833,0.0
V34,-45.074,1.718,0.0
V35,-5.384,0.114,0.032
V36,-5.232,-0.138,0.151
V37,-2.698,0.219,0.055
V38,-19.039,-1.336,0.038
V39,-4.497,-1.342,0.047
V40,-4.198,-1.691,0.067
V41,-1.808,-0.639,0.019
V42,-2.524,2.1,0.0
V43,-23.002,2.097,0.0
V44,-23.21,2.096,0.0
V45,-43.597,-1.335,0.028
V46,-23.518,2.002,0.0
V47,-46.856,-1.32,0.057
V48,-22.8,2.049,0.0
V49,-6.465,-1.196,0.045
V50,-5.639,-1.159,0.015
V51,-29.546,-1.296,0.057
V52,-4.588,-1.55,0.029
V53,-53.452,-0.654,0.044
V54,-23.519,2.002,0.0
V55,-22.255,-1.366,0.066
V56,-3.724,-0.387,0.042
V57,-4.197,1.296,0.0
V58,-5.509,1.833,0.0
V59,-3.547,2.357,0.0
V60,-4.977,-1.125,0.03
V61,-4.563,-1.743,0.02
V62,-21.545,2.049,0.0
V63,-22.573,2.098,0.0
V64,-2.13,2.467,0.0
V65,-1.642,2.867,0.0
V66,-40.441,-1.333,0.009
V67,-4.104,-1.789,0.065
V68,-48.635,-1.32,0.019
V69,-21.783,2.75,0.0
V70,-2.839,-0.126,0.05
V71,-23.615,2.096,0.0
V72,-2.938,-0.14,0.057
V73,-3.717,2.549,0.0
V74,-4.993,-1.118,0.0
V75,-3.145,0.142,0.0
V76,-2.403,0.745,0.077
V77,-25.241,1.371,0.111
V78,-3.137,0.519,0.105
V79,-7.106,-0.375,0.022
V80,-45.075,1.718,0.0
V81,-21.013,2.049,0.0
V82,-1.521,2.796,0.0
V83,-43.858,-0.69,0.044
V84,-3.71,2.549,0.0
V85,-27.342,2.049,0.0
V86,-23.853,-1.413,0.038
V87,-43.007,-0.662,0.073
V88,-38.809,1.372,0.0
V89,-4.047,-1.654,0.036
V90,-23.205,2.049,0.0
V91,-45.188,-1.317,0.009
V92,-36.214,-1.361,0.019
V93,-3.152,0.557,0.0
V94,-40.602,0.674,0.045
V95,-5.164,-1.134,0.015
V96,-4.567,-0.04,0.048
V97,-20.461,-1.338,0.038
V98,-2.47,1.555,0.0
V99,-5.73,-0.308,0.04
V100,-3.717,2.549,0.0
V101,-59.952,-0.732,0.015
V102,-45.076,1.718,0.0
V103,-59.106,1.347,0.222
V104,-36.27,-0.682,0.015
V105,-2.585,-1.962,0.016
V106,-4.373,1.996,0.0
V107,-21.545,2.049,0.0
V108,-23.52,2.002,0.0
V109,-3.546,0.703,0.088
V110,-31.006,2.014,0.0
V111,-4.96,-0.394,0.078
V112,-2.038,2.365,0.0
V113,-31.006,2.014,0.0
V114,-23.275,2.049,0.0
V115,-51.637,0.644,0.09
V116,-1.521,2.796,0.0
V117,-3.651,0.29,0.031
V118,-49.923,-0.711,0.029
V119,-38.586,-1.348,0.038
V120,-35.552,1.43,0.0
V121,-48.116,-1.32,0.019
V122,-72.709,-1.135,0.028
V123,-23.522,2.002,0.0
V124,-23.076,2.75,0.0
V125,-3.714,2.549,0.0
V126,-64.113,-0.623,0.061
V127,-30.463,2.013,0.0
V128,-3.028,-0.623,0.046
V129,-48.402,0.711,0.272
V130,-23.361,-1.36,0.0
V131,-46.519,0.647,0.045
V132,-25.01,2.093,0.0
V133,-1.521,2.796,0.0
V134,-33.567,-1.394,0.009
V135,-36.004,0.019,0.111
V136,-19.625,2.049,0.0
V137,-32.391,-1.302,0.057
V138,-4.58,-1.085,0.015
V139,-21.254,2.75,0.0
V140,-49.6,-1.321,0.028
V141,-65.006,-0.735,0.029
V142,-30.725,-1.298,0.047
V143,-3.544,2.356,0.001
V144,-31.006,2.014,0.0
V145,-45.077,1.718,0.0
V146,-35.741,-1.376,0.028
V147,-37.06,0.021,0.066
V148,-37.942,0.679,0.135
V149,-42.071,-1.335,0.038
V150,-5.372,-1.15,0.03
V151,-43.174,1.342,0.222
V152,-39.538,-1.36,0.009
V153,-1.618,2.581,0.0
V154,-31.006,2.014,0.0
V155,-3.238,-0.262,0.047
V156,-23.523,2.002,0.0
V157,-2.71,-0.913,0.256
V158,-19.526,1.32,0.222
V159,-4.875,-0.851,0.03
V160,-42.846,-1.335,0.038
V161,-21.405,1.3,0.222
V162,-5.122,-1.846,0.019
