,acc_score,f1_score
GaussianNB,0.7777777777777778,0.8174603174603176
KNeighborsClassifier(8),0.6473429951690821,0.683982683982684
DecisionTreeClassifier(),0.8115942028985508,0.8326180257510729
RandomForestClassifier,0.855072463768116,0.8717948717948718
SVM,0.6521739130434783,0.75
MLPClassifier,0.7101449275362319,0.7435897435897435
