,Discriminacao,Dificuldade,Adivinhacao
V1,35.891,0.636,0.103
V2,49.857,0.663,0.259
V3,-0.464,-2.218,0.0
V4,3.913,0.814,0.241
V5,21.991,-1.454,0.0
V6,3.446,-1.562,0.0
V7,34.595,0.637,0.189
V8,21.402,-1.392,0.0
V9,-0.963,-2.695,0.0
V10,51.469,0.685,0.189
V11,3.719,-1.466,0.0
V12,-0.613,-3.304,0.0
V13,58.781,0.168,0.328
V14,-0.901,-1.721,0.0
V15,17.173,-1.433,0.0
V16,22.034,-1.454,0.0
V17,-1.621,-14.685,0.236
V18,3.655,-1.228,0.0
V19,4.157,-1.153,0.0
V20,26.157,-1.367,0.0
V21,17.199,-1.433,0.0
V22,14.573,-1.403,0.363
V23,-0.783,-2.899,0.0
V24,3.724,-1.459,0.0
V25,25.138,-1.409,0.0
V26,46.826,-0.672,0.414
V27,48.131,-1.355,0.0
V28,34.481,-1.718,0.0
V29,32.416,-1.367,0.0
V30,9.029,-0.133,0.21
V31,-0.193,-6.927,0.0
V32,38.202,-0.658,0.166
V33,-0.774,-2.14,0.0
V34,34.661,-0.759,0.416
V35,34.537,-1.717,0.0
V36,-1.881,-10.058,0.226
V37,31.795,-0.027,0.594
V38,2.451,-0.956,0.0
V39,3.909,0.075,0.312
V40,-0.576,-25.706,0.193
V41,40.971,-0.645,0.33
V42,-0.805,-2.69,0.0
V43,3.265,-1.442,0.0
V44,46.628,-0.667,0.417
V45,34.128,1.324,0.346
V46,3.985,-1.265,0.0
V47,18.137,-2.012,0.0
V48,4.038,-0.366,0.427
V49,22.258,-1.453,0.0
V50,-1.01,-1.97,0.0
V51,-0.255,-5.432,0.0
V52,41.469,-0.655,0.166
V53,36.724,-0.689,0.5
V54,3.003,-1.542,0.0
V55,38.753,0.03,0.263
V56,5.895,-0.449,0.08
V57,-0.516,-2.191,0.0
V58,-1.758,-12.875,0.235
V59,28.785,-1.403,0.0
V60,68.992,0.258,0.362
V61,-0.86,-3.255,0.0
V62,2.068,-0.66,0.0
V63,1.762,14.075,0.05
V64,-1.003,-1.965,0.0
V65,34.702,-1.714,0.0
V66,5.203,-1.108,0.0
V67,43.236,-1.376,0.0
V68,2.523,13.776,0.143
V69,23.634,-0.069,0.622
V70,-1.82,-7.64,0.243
V71,-2.036,-8.384,0.311
V72,30.312,-0.004,0.334
V73,25.136,-1.409,0.0
V74,86.031,0.254,0.241
V75,-0.851,-1.966,0.0
V76,-0.698,-4.178,0.0
V77,4.395,-1.563,0.0
V78,0.326,20.807,0.192
V79,51.717,-1.336,0.0
V80,48.815,-1.355,0.0
V81,4.069,-1.37,0.0
V82,28.784,-1.403,0.0
V83,4.695,-1.463,0.0
V84,2.952,-1.426,0.0
V85,22.184,-1.453,0.0
V86,3.146,-0.909,0.0
V87,4.511,-1.187,0.0
V88,51.985,-0.035,0.548
V89,40.791,-1.389,0.0
