,acc_score,f1_score
GaussianNB,0.5942857142857143,0.5798816568047338
KNeighborsClassifier(8),0.6571428571428571,0.5081967213114755
DecisionTreeClassifier(),0.7085714285714285,0.4631578947368421
RandomForestClassifier,0.7257142857142858,0.52
SVM,0.6342857142857142,0.5897435897435898
MLPClassifier,0.6114285714285714,0.5802469135802469
