Metodo,Acuracia
GaussianNB,0.7632850241545893
BernoulliNB,0.7439613526570048
KNeighborsClassifier(2),0.6280193236714976
KNeighborsClassifier(3),0.642512077294686
KNeighborsClassifier(5),0.6570048309178744
KNeighborsClassifier(8),0.6570048309178744
DecisionTreeClassifier(),0.8115942028985508
RandomForestClassifier(3_estimators),0.7874396135265701
RandomForestClassifier(5_estimators),0.8405797101449275
RandomForestClassifier,0.8502415458937198
SVM,0.6570048309178744
MLPClassifier,0.714975845410628
rand1,0.5555555555555556
rand2,0.46859903381642515
rand3,0.5169082125603864
majoritario,0.5555555555555556
minoritario,0.4444444444444444
pessimo,0.0
otimo,1.0
